group,1d,2d,3d,pop 2021
0-4,22655,6482,14,428991
5-11,438739,334461,14096,650347
12-17,532405,509583,109354,529446
18-29,1116228,1057641,445145,1216440
30-39,1024045,984358,512749,1118629
40-49,1029456,1005299,650780,1115327
50-59,1081955,1056621,800195,1155183
60-69,1117884,1106109,999083,1168854
70-79,755371,754060,724630,783129
80 plus,401187,401648,391028,425520
Total 5+,7497270,7209780,4647060,8162875
Total,7519925,7216262,4647074,8591866
