date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,143,0,143,143,0.0067538537,0.0,0.0023898252,130.0,0.0,130.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,359,0,502,0,359,502,0.0251451169,0.0,0.0058706575,354.0,0.0,484.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,286,0,788,0,286,788,0.040211406,0.0,0.007221428199999999,290.0,0.0,774.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,279,0,1067,0,279,1067,0.0550698842,0.0,0.008156577199999999,286.0,0.0,1060.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,140,0,1207,0,140,1207,0.0627588869,0.0,0.0092475843,148.0,0.0,1208.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,80,0,1287,0,80,1287,0.06701901,0.0,0.009819064300000001,82.0,0.0,1290.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,79,0,1366,0,79,1366,0.0713830386,0.0,0.010494449599999999,84.0,0.0,1374.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,317,0,1683,0,317,1683,0.087696193,0.0,0.014286998300000001,314.0,0.0,1688.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,571,0,2254,0,571,2254,0.115802615,0.0,0.0233267717,541.0,0.0,2229.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,475,0,2729,0,475,2729,0.14027234660000001,0.0,0.0263400295,471.0,0.0,2700.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,193,0,2922,0,193,2922,0.15024726900000002,0.0,0.0277947057,192.0,0.0,2892.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,2922,0,0,2922,0.1508187489,0.0,0.0277947057,11.0,0.0,2903.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,222,0,3144,0,222,3144,0.1625081111,0.0,0.0299247673,225.0,0.0,3128.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,195,0,3339,0,195,3339,0.1733662298,0.0,0.031015774399999998,209.0,0.0,3337.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,591,0,3930,0,591,3930,0.205161295,0.0,0.0360551883,612.0,0.0,3949.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,563,0,4493,0,563,4493,0.23586535309999998,0.0,0.0395360206,591.0,0.0,4540.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,571,0,5064,0,571,5064,0.2664655057,0.0,0.0441598128,589.0,0.0,5129.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,5103,0,39,5103,0.2692709527,0.0,0.044315670999999994,54.0,0.0,5183.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,5,0,5108,0,5,5108,0.2702580544,0.0,0.044419576399999994,19.0,0.0,5202.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,13,0,5121,0,13,5121,0.27166077780000003,0.0,0.044419576399999994,27.0,0.0,5229.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,14,0,5135,0,14,5135,0.2733752176,0.0,0.044419576399999994,33.0,0.0,5262.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,575,0,5710,0,575,5710,0.3036636539,0.0,0.0539788771,583.0,0.0,5845.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1901,0,7611,0,1901,7611,0.4012828166,0.0001039054,0.0791759467,1879.0,2.0,7724.0,2.0,
2021-01-06,Région,RSS06,06 - Montréal,2727,1,10338,1,2728,10339,0.5404122033,0.000363669,0.1104514847,2678.0,5.0,10402.0,7.0,
2021-01-07,Région,RSS06,06 - Montréal,4112,0,14450,1,4112,14451,0.7460410728,0.0006753853999999999,0.165885038,3958.0,6.0,14360.0,13.0,
2021-01-08,Région,RSS06,06 - Montréal,3775,1,18225,2,3776,18227,0.9379544240000001,0.0011429599000000001,0.2130061559,3694.0,9.0,18054.0,22.0,
2021-01-09,Région,RSS06,06 - Montréal,2030,0,20255,2,2030,20257,1.0421715822,0.0012468652999999999,0.233839197,2006.0,2.0,20060.0,24.0,
2021-01-10,Région,RSS06,06 - Montréal,1415,1,21670,3,1416,21673,1.1159963985999999,0.0014546761999999999,0.2478664316,1421.0,4.0,21481.0,28.0,
2021-01-11,Région,RSS06,06 - Montréal,1602,1,23272,4,1603,23276,1.1996402794,0.0018702979999999998,0.2638678697,1610.0,8.0,23091.0,36.0,
2021-01-12,Région,RSS06,06 - Montréal,1109,3,24381,7,1112,24388,1.2603730101000001,0.0022859197,0.26989438530000004,1169.0,8.0,24260.0,44.0,
