"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-04-06;23082195;18782432
2022-04-05;23082195;18751207
2022-04-04;23074695;18731578
2022-04-03;23074695;18718105
2022-04-02;23074695;18709425
2022-04-01;23074695;18689111
2022-03-31;23074695;18670730
