group,1d,2d,3d,pop 2021
0-4,19866,3736,11,428991
5-11,438109,333167,9147,650347
12-17,532295,509392,106128,529446
18-29,1115602,1057147,443008,1216440
30-39,1023343,983821,510254,1118629
40-49,1029049,1005005,648360,1115327
50-59,1081669,1056397,797731,1155183
60-69,1117531,1105868,996626,1168854
70-79,755122,753921,723128,783129
80 plus,401091,401581,390431,425520
Total 5+,7493811,7206299,4624813,8162875
Total,7513677,7210035,4624824,8591866
