Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-07;2358095;1685046
2021-04-06;2358095;1637277
2021-04-05;2334695;1593341
2021-04-04;2127605;1553250
2021-04-03;2127605;1530712
2021-04-02;1992505;1489491
2021-04-01;1652905;1442131
;;
;;
;;
;;
;;
;;
;;
;;
;;
