Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;241;1034;770,2;13542;10087,5;0;;493;367,2
Anjou;52;365;852,9;4631;10821,1;< 5;n.p.;80;186,9
Baie D'urfé;< 5;16;* 418,5;130;3400,5;0;;< 5;n.p.
Beaconsfield;20;82;424,3;731;3782,9;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;245;1100;660,6;15223;9141,8;0;;372;223,4
Côte-Saint-Luc;23;233;718,1;3634;11199,5;0;;120;369,8
Dollard-des-Ormeaux;39;217;443,8;3655;7474,6;0;;125;255,6
Dorval;24;89;468,9;1057;5569;0;;69;363,5
Hampstead;9;71;1018,2;619;8877,1;0;;6;n.p.
Kirkland;27;106;526;1035;5136,2;0;;36;* 178,7
Lachine;71;245;550,7;3710;8339,1;0;;172;386,6
LaSalle;98;554;720,9;7182;9345,1;0;;247;321,4
L'Île-Bizard–Sainte-Geneviève;13;78;423,6;1327;7206,9;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;337;1206;886,6;11840;8704,3;0;;452;332,3
Montréal Est;13;59;1532,5;433;11246,8;0;;9;* 233,8
Montréal-Nord;111;425;504,5;11022;13085;0;;338;401,3
Montréal-Ouest;6;34;* 673,3;305;6039,6;0;;< 5;n.p.
Mont-Royal;39;163;803,9;1497;7383,1;0;;94;463,6
Outremont;55;261;1089,6;1767;7376,6;0;;29;* 121,1
Pierrefonds–Roxboro;77;313;451,7;5469;7892,1;0;;88;127
Plateau Mont-Royal;337;1407;1352,9;7226;6948,1;< 5;n.p.;173;166,3
Pointe-Claire;35;173;551,3;1483;4725,9;< 5;n.p.;58;184,8
Rivière-des-Prairies–Pointe-aux-Trembles;147;727;681,1;11824;11077,1;< 5;n.p.;324;303,5
Rosemont–La Petite Patrie;434;1714;1227,9;10409;7456,8;< 5;n.p.;329;235,7
Sainte-Anne-de-Bellevue;5;29;* 584,9;225;4538,1;0;;13;* 262,2
Saint-Laurent;127;621;628,4;10455;10579;0;;159;160,9
Saint-Léonard;135;546;697,3;10202;13028,5;< 5;n.p.;151;192,8
Senneville;< 5;8;n.p.;43;4668,8;0;;0;
Sud-Ouest;192;795;1017,3;5684;7273,1;< 5;n.p.;210;268,7
Verdun;128;574;829,1;4414;6375,9;0;;202;291,8
Ville-Marie;197;932;1045,2;6944;7787,4;< 5;n.p.;133;149,2
Villeray–Saint-Michel–Parc-Extension;301;1122;780;14377;9994,2;0;;207;143,9
Westmount;40;150;738,5;1071;5272,7;0;;57;280,6
Territoire à confirmer;83;360;;2611;;0;;27;
Total à Montréal;3668;15809;765,3;175777;8509,5;9;n.p.;4876;236,1
