Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;10;143;106,5;20367;15171,5;0;;528;393,3
Anjou;0;39;91,1;6963;16270,2;0;;85;198,6
Baie D'urfé;< 5;7;n.p.;309;8082,7;0;;< 5;n.p.
Beaconsfield;6;31;* 160,4;1596;8259,2;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;13;154;92,5;24265;14571,8;< 5;n.p.;409;245,6
Côte-Saint-Luc;13;60;184,9;5463;16836,2;0;;129;397,6
Dollard-des-Ormeaux;5;62;126,8;6273;12828,5;0;;131;267,9
Dorval;< 5;23;* 121,2;2126;11201,3;0;;70;368,8
Hampstead;< 5;28;* 401,5;1117;16018,9;0;;6;n.p.
Kirkland;< 5;34;* 168,7;1991;9880,4;0;;40;198,5
Lachine;< 5;44;98,9;6377;14333,9;< 5;n.p.;190;427,1
LaSalle;< 5;58;75,5;11248;14635,7;0;;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;44;239;2447;13289,5;0;;79;429
Mercier–Hochelaga-Maisonneuve;23;137;100,7;19674;14463,6;0;;500;367,6
Montréal Est;0;< 5;n.p.;665;17272,7;0;;11;* 285,7
Montréal-Nord;< 5;48;57;15388;18268,2;< 5;n.p.;388;460,6
Montréal-Ouest;< 5;9;n.p.;574;11366,3;0;;< 5;n.p.
Mont-Royal;< 5;32;* 157,8;2637;13005,5;0;;95;468,5
Outremont;< 5;47;196,2;2899;12102,4;0;;31;* 129,4
Pierrefonds–Roxboro;< 5;67;96,7;9085;13110,2;0;;103;148,6
Plateau Mont-Royal;12;147;141,3;12731;12241,3;0;;194;186,5
Pointe-Claire;< 5;54;172,1;2933;9346,7;0;;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;6;93;87,1;17944;16810,5;< 5;n.p.;353;330,7
Rosemont–La Petite Patrie;19;179;128,2;17990;12887,7;0;;352;252,2
Sainte-Anne-de-Bellevue;< 5;18;* 363;478;9641;0;;14;* 282,4
Saint-Laurent;5;73;73,9;14922;15099;0;;171;173
Saint-Léonard;5;68;86,8;14507;18526,3;< 5;n.p.;168;214,5
Senneville;0;< 5;n.p.;90;9772;0;;0;
Sud-Ouest;12;107;136,9;9907;12676,7;0;;229;293
Verdun;7;80;115,6;7732;11168,7;0;;211;304,8
Ville-Marie;11;112;125,6;12095;13564;< 5;n.p.;154;172,7
Villeray–Saint-Michel–Parc-Extension;12;108;75,1;22051;15328,8;< 5;n.p.;245;170,3
Westmount;10;68;334,8;2072;10200,9;0;;64;315,1
Territoire à confirmer;8;96;;7508;;0;;31;
Total à Montréal;205;2277;110,2;284425;13769,2;8;n.p.;5338;258,4
