Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;44;790;588,5;7171;5341,7;25;*18,6;423;315,1
Anjou;24;290;677,6;2338;5463,1;5;n.p.;64;149,5
Baie D'urfé;0;5;n.p.;66;1726,4;0;;< 5;n.p.
Beaconsfield;< 5;33;* 170,8;307;1588,7;< 5;n.p.;14;* 72,4
Côte-des-Neiges–Notre-Dame-de-Grâce;43;851;511;7996;4801,8;6;n.p.;326;195,8
Côte-Saint-Luc;5;122;376;1867;5753,8;< 5;n.p.;104;320,5
Dollard-des-Ormeaux;12;217;443,8;1829;3740,4;7;n.p.;111;227
Dorval;< 5;55;289,8;572;3013,7;< 5;n.p.;68;358,3
Hampstead;< 5;38;545;281;4029,8;0;;< 5;n.p.
Kirkland;< 5;28;* 139;474;2352,2;0;;30;* 148,9
Lachine;6;147;330,4;2093;4704,5;5;n.p.;160;359,6
LaSalle;13;391;508,8;3893;5065,5;15;*19,5;220;286,3
L'Île-Bizard–Sainte-Geneviève;< 5;112;608,3;777;4219,8;5;n.p.;69;374,7
Mercier–Hochelaga-Maisonneuve;22;549;403,6;6172;4537,4;12;*8,8;415;305,1
Montréal Est;< 5;25;* 649,4;194;5039;< 5;n.p.;6;n.p.
Montréal-Nord;23;689;818;6776;8044,3;15;*17,8;304;360,9
Montréal-Ouest;0;17;* 336,6;117;2316,8;0;;< 5;n.p.
Mont-Royal;< 5;46;226,9;817;4029,4;< 5;n.p.;91;448,8
Outremont;7;48;200,4;945;3945,1;< 5;n.p.;19;* 79,3
Pierrefonds–Roxboro;23;281;405,5;2711;3912,1;< 5;n.p.;73;105,3
Plateau Mont-Royal;26;292;280,8;3215;3091,3;19;*18,3;160;153,8
Pointe-Claire;-1;58;184,8;761;2425,1;< 5;n.p.;48;153
Rivière-des-Prairies–Pointe-aux-Trembles;52;677;634,2;6349;5947,9;13;*12,2;288;269,8
Rosemont–La Petite Patrie;23;439;314,5;5207;3730,2;14;*10;295;211,3
Sainte-Anne-de-Bellevue;0;6;n.p.;98;1976,6;0;;12;* 242
Saint-Laurent;17;496;501,9;4895;4953;< 5;n.p.;122;123,4
Saint-Léonard;16;642;819,9;5219;6665;23;*29,4;104;132,8
Senneville;< 5;< 5;n.p.;21;* 2280,1;0;;0;
Sud-Ouest;13;248;317,3;2856;3654,5;< 5;n.p.;198;253,4
Verdun;7;183;264,3;2245;3242,9;< 5;n.p.;182;262,9
Ville-Marie;36;411;460,9;3485;3908,3;6;n.p.;104;116,6
Villeray–Saint-Michel–Parc-Extension;41;796;553,3;7548;5247;10;*7;155;107,7
Westmount;7;43;211,7;542;2668,4;< 5;n.p.;53;260,9
Territoire à confirmer;< 5;128;;1497;;0;;22;
Total à Montréal;478;9154;443,2;91334;4421,5;210;10,2;4248;205,6
