Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;< 5;139;103,5;11604;8643,9;< 5;n.p.;489;364,3
Anjou;7;64;149,5;3868;9038,2;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;108;2825;0;;< 5;n.p.
Beaconsfield;< 5;21;* 108,7;564;2918,7;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;22;164;98,5;12804;7689,2;< 5;n.p.;371;222,8
Côte-Saint-Luc;17;85;262;3064;9442,8;0;;119;366,7
Dollard-des-Ormeaux;6;49;100,2;3069;6276,2;0;;125;255,6
Dorval;< 5;14;* 73,8;888;4678,6;0;;68;358,3
Hampstead;-1;14;* 200,8;457;6553,9;0;;6;n.p.
Kirkland;0;17;* 84,4;841;4173,5;< 5;n.p.;35;* 173,7
Lachine;< 5;51;114,6;3194;7179,3;0;;170;382,1
LaSalle;< 5;103;134;6188;8051,7;< 5;n.p.;243;316,2
L'Île-Bizard–Sainte-Geneviève;< 5;8;n.p.;1147;6229,3;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;10;151;111;9709;7137,7;0;;450;330,8
Montréal Est;0;7;n.p.;307;7974;0;;9;* 233,8
Montréal-Nord;14;158;187,6;10019;11894,2;0;;336;398,9
Montréal-Ouest;0;19;* 376,2;235;4653,5;0;;< 5;n.p.
Mont-Royal;< 5;5;n.p.;1193;5883,8;0;;93;458,7
Outremont;< 5;27;* 112,7;1352;5644,2;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;84;121,2;4665;6731,9;< 5;n.p.;85;122,7
Plateau Mont-Royal;< 5;45;43,3;5203;5002,9;0;;172;165,4
Pointe-Claire;< 5;8;n.p.;1159;3693,4;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;14;171;160,2;10006;9373,9;< 5;n.p.;319;298,8
Rosemont–La Petite Patrie;13;118;84,5;7811;5595,7;< 5;n.p.;325;232,8
Sainte-Anne-de-Bellevue;0;< 5;n.p.;182;3670,8;0;;13;* 262,2
Saint-Laurent;12;112;113,3;9110;9218;< 5;n.p.;158;159,9
Saint-Léonard;5;171;218,4;8675;11078,5;< 5;n.p.;147;187,7
Senneville;0;< 5;n.p.;31;* 3365,9;0;;0;
Sud-Ouest;< 5;83;106,2;4503;5761,9;0;;206;263,6
Verdun;0;49;70,8;3430;4954,6;< 5;n.p.;199;287,5
Ville-Marie;9;66;74;5475;6140;0;;126;141,3
Villeray–Saint-Michel–Parc-Extension;17;197;136,9;12303;8552,5;< 5;n.p.;203;141,1
Westmount;0;22;* 108,3;826;4066,6;0;;57;280,6
Territoire à confirmer;< 5;36;;2060;;0;;25;
Total à Montréal;180;2267;109,7;146050;7070,4;15;*0,7;4813;233
