Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-25;3066969;2871140
2021-04-24;3066969;2829409
2021-04-23;3066969;2765305
2021-04-22;3066969;2682218
2021-04-21;3066969;2592981
2021-04-20;3066969;2505997
2021-04-19;3042405;2451185
