Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;27;281;209,3;3620;2696,6;< 5;n.p.;373;277,9
Anjou;9;77;179,9;1128;2635,8;0;;50;116,8
Baie D'urfé;0;6;n.p.;43;1124,8;0;;< 5;n.p.
Beaconsfield;< 5;8;n.p.;128;662,4;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;19;316;189,8;4051;2432,7;< 5;n.p.;279;167,5
Côte-Saint-Luc;6;140;431,5;1136;3501;6;n.p.;69;212,6
Dollard-des-Ormeaux;6;85;173,8;856;1750,5;< 5;n.p.;94;192,2
Dorval;0;5;n.p.;323;1701,8;0;;61;321,4
Hampstead;7;22;* 315,5;141;2022,1;0;;< 5;n.p.
Kirkland;< 5;16;* 79,4;230;1141,4;0;;27;* 134
Lachine;7;144;323,7;1079;2425,3;0;;108;242,8
LaSalle;24;279;363;2097;2728,6;< 5;n.p.;187;243,3
L'Île-Bizard–Sainte-Geneviève;-1;9;* 48,9;294;1596,7;< 5;n.p.;51;277
Mercier–Hochelaga-Maisonneuve;14;271;199,2;3639;2675,3;< 5;n.p.;391;287,4
Montréal Est;< 5;14;* 363,6;81;2103,9;0;;< 5;n.p.
Montréal-Nord;20;233;276,6;3776;4482,8;< 5;n.p.;254;301,5
Montréal-Ouest;0;9;n.p.;56;1108,9;0;;< 5;n.p.
Mont-Royal;< 5;55;271,3;529;2609;0;;90;443,9
Outremont;< 5;38;158,6;605;2525,7;0;;12;* 50,1
Pierrefonds–Roxboro;6;89;128,4;1055;1522,4;< 5;n.p.;41;59,2
Plateau Mont-Royal;8;125;120,2;1821;1751;0;;129;124
Pointe-Claire;0;23;* 73,3;323;1029,3;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;33;290;271,7;3316;3106,5;< 5;n.p.;258;241,7
Rosemont–La Petite Patrie;13;233;166,9;2872;2057,5;< 5;n.p.;246;176,2
Sainte-Anne-de-Bellevue;0;< 5;n.p.;27;* 544,6;0;;< 5;n.p.
Saint-Laurent;20;285;288,4;2285;2312,1;< 5;n.p.;109;110,3
Saint-Léonard;20;192;245,2;2071;2644,8;0;;52;66,4
Senneville;0;0;;8;n.p.;0;;0;
Sud-Ouest;10;144;184,3;1668;2134,3;0;;183;234,2
Verdun;8;85;122,8;1424;2056,9;< 5;n.p.;170;245,6
Ville-Marie;5;113;126,7;1967;2205,9;< 5;n.p.;85;95,3
Villeray–Saint-Michel–Parc-Extension;24;328;228;3927;2729,9;< 5;n.p.;137;95,2
Westmount;< 5;21;* 103,4;300;1477;< 5;n.p.;40;196,9
Territoire à confirmer;-4;70;;1033;;< 5;;40;
Total à Montréal;294;4008;194;47909;2319,3;41;2;3589;173,7
