Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;38;534;397,8;7964;5932,4;14;*10,4;448;333,7
Anjou;10;231;539,8;2638;6164,1;< 5;n.p.;68;158,9
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;0;25;* 129,4;341;1764,6;< 5;n.p.;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;42;590;354,3;8801;5285,3;< 5;n.p.;334;200,6
Côte-Saint-Luc;6;102;314,3;1992;6139,1;< 5;n.p.;106;326,7
Dollard-des-Ormeaux;10;146;298,6;2015;4120,7;< 5;n.p.;118;241,3
Dorval;7;39;205,5;620;3266,6;0;;67;353
Hampstead;0;14;* 200,8;302;4331;< 5;n.p.;< 5;n.p.
Kirkland;< 5;26;* 129;503;2496,2;< 5;n.p.;31;* 153,8
Lachine;17;186;418,1;2331;5239,5;< 5;n.p.;164;368,6
LaSalle;7;198;257,6;4170;5425,9;< 5;n.p.;229;298
L'Île-Bizard–Sainte-Geneviève;< 5;25;* 135,8;811;4404,5;< 5;n.p.;71;385,6
Mercier–Hochelaga-Maisonneuve;32;460;338,2;6788;4990,3;< 5;n.p.;423;311
Montréal Est;0;10;* 259,7;208;5402,6;< 5;n.p.;7;n.p.
Montréal-Nord;21;405;480,8;7338;8711,4;7;n.p.;317;376,3
Montréal-Ouest;0;< 5;n.p.;121;2396;0;;< 5;n.p.
Mont-Royal;< 5;58;286,1;889;4384,5;< 5;n.p.;92;453,7
Outremont;< 5;48;200,4;1003;4187,2;< 5;n.p.;20;* 83,5
Pierrefonds–Roxboro;9;197;284,3;2975;4293,1;< 5;n.p.;76;109,7
Plateau Mont-Royal;17;206;198,1;3470;3336,5;< 5;n.p.;167;160,6
Pointe-Claire;5;39;124,3;802;2555,8;< 5;n.p.;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;31;537;503,1;7067;6620,6;7;n.p.;300;281
Rosemont–La Petite Patrie;17;300;214,9;5597;4009,6;7;n.p.;313;224,2
Sainte-Anne-de-Bellevue;0;6;n.p.;108;2178,3;0;;12;* 242
Saint-Laurent;36;481;486,7;5575;5641,1;7;n.p.;132;133,6
Saint-Léonard;39;520;664,1;5886;7516,8;8;n.p.;116;148,1
Senneville;0;0;;21;* 2280,1;0;;0;
Sud-Ouest;18;139;177,9;3043;3893,7;< 5;n.p.;203;259,8
Verdun;13;134;193,6;2417;3491,3;5;n.p.;188;271,6
Ville-Marie;7;204;228,8;3752;4207,7;5;n.p.;110;123,4
Villeray–Saint-Michel–Parc-Extension;40;634;440,7;8364;5814,3;9;*6,3;167;116,1
Westmount;-1;25;* 123,1;589;2899,8;0;;55;270,8
Territoire à confirmer;< 5;90;;1635;;< 5;;23;
Total à Montréal;432;6613;320,1;100203;4850,9;109;5,3;4434;214,7
