group,1d,2d,3d,pop 2021
0-4,7832,61,8,428991
5-11,434761,328449,488,650347
12-17,531679,508301,96183,529446
18-29,1113581,1055160,435436,1216440
30-39,1021493,982124,501918,1118629
40-49,1027947,1003837,640554,1115327
50-59,1080813,1055514,790295,1155183
60-69,1116525,1105132,989823,1168854
70-79,754467,753409,718870,783129
80 plus,400785,401230,387423,425520
Total 5+,7482051,7193156,4560990,8162875
Total,7489883,7193217,4560998,8591866
