CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;21;327;87,4;20941;5597,4;0;;889;237,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;41;380;100,8;24266;6434,4;0;;761;201,8
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;37;367;112;15408;4704,1;0;;647;197,5
CIUSSS du Nord-de-l'Île-de-Montréal ;51;631;140,3;34424;7651,5;0;;1105;245,6
CIUSSS de l'Est-de-l'Île-de-Montréal ;79;781;145,4;40947;7625,5;0;;1347;250,9
Territoire à confirmer;< 5;73;;2354;;0;;26;
Total à Montréal;232;2559;123,9;138340;6697,1;0;;4775;231,2
