Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;58;957;712,9;19243;14334,2;12;*8,9;513;382,1
Anjou;18;268;626,2;6666;15576,2;< 5;n.p.;81;189,3
Baie D'urfé;0;15;* 392,4;275;7193,3;0;;< 5;n.p.
Beaconsfield;9;77;398,5;1420;7348,4;< 5;n.p.;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;47;1094;657;22953;13783,9;10;*6;392;235,4
Côte-Saint-Luc;10;256;789;5063;15603,4;< 5;n.p.;126;388,3
Dollard-des-Ormeaux;12;339;693,3;5799;11859,1;< 5;n.p.;130;265,9
Dorval;< 5;138;727,1;1947;10258,2;< 5;n.p.;70;368,8
Hampstead;< 5;85;1219;955;13695,7;0;;6;n.p.
Kirkland;< 5;102;506,2;1838;9121,1;< 5;n.p.;39;193,5
Lachine;17;287;645,1;5991;13466,3;9;n.p.;182;409,1
LaSalle;23;473;615,5;10699;13921,4;6;n.p.;255;331,8
L'Île-Bizard–Sainte-Geneviève;10;138;749,5;2205;11975,2;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;56;1060;779,3;18621;13689,5;19;*14;485;356,6
Montréal Est;< 5;36;* 935,1;624;16207,8;< 5;n.p.;10;* 259,7
Montréal-Nord;43;723;858,3;14782;17548,7;12;*14,2;364;432,1
Montréal-Ouest;< 5;32;* 633,7;514;10178,2;0;;< 5;n.p.
Mont-Royal;5;108;532,6;2375;11713,4;0;;95;468,5
Outremont;< 5;143;597;2644;11037,8;0;;29;* 121,1
Pierrefonds–Roxboro;27;396;571,5;8567;12362,7;< 5;n.p.;97;140
Plateau Mont-Royal;35;599;576;11843;11387,5;< 5;n.p.;185;177,9
Pointe-Claire;7;150;478;2645;8428,9;< 5;n.p.;63;200,8
Rivière-des-Prairies–Pointe-aux-Trembles;31;812;760,7;17086;16006,7;12;*11,2;344;322,3
Rosemont–La Petite Patrie;37;853;611,1;16907;12111,9;8;n.p.;345;247,2
Sainte-Anne-de-Bellevue;0;25;* 504,2;412;8309,8;< 5;n.p.;14;* 282,4
Saint-Laurent;35;585;591,9;14182;14350,2;< 5;n.p.;166;168
Saint-Léonard;32;565;721,5;13926;17784,3;7;n.p.;164;209,4
Senneville;0;5;n.p.;77;8360,5;0;;0;
Sud-Ouest;29;526;673,1;9314;11918;7;n.p.;221;282,8
Verdun;13;392;566,2;7190;10385,8;< 5;n.p.;206;297,6
Ville-Marie;35;734;823,1;11295;12666,8;8;n.p.;144;161,5
Villeray–Saint-Michel–Parc-Extension;55;871;605,5;21134;14691,4;12;*8,3;233;162
Westmount;6;159;782,8;1759;8659,9;0;;63;310,2
Territoire à confirmer;22;735;;7122;;< 5;;30;
Total à Montréal;692;13739;665,1;268074;12977,7;154;7,5;5160;249,8
