group,1d,2d,pop 2021
0-11,522,119,1079338
12-17,494980,447715,529446
18-29,1033792,942065,1216440
30-39,956548,889556,1118629
40-49,987182,941977,1115327
50-59,1052044,1011360,1155183
60-69,1097756,1078017,1168854
70-79,745512,739299,783129
80 plus,396648,387967,425520
Total 12+,6764462,6437956,7512528
Total,6764984,6438075,8591866
