,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4017,2,3994,23,53,0,3953,11,196934.5,2039.76,5.59,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11085,2,10862,223,271,0,10789,25,277505,3994.52,9.01,97.66,1
03,03 - Capitale-Nationale,33171,15,32817,354,1119,0,31931,121,757803,4377.26,15.92,147.66,12
04,04 - Mauricie et Centre-du-Québec,15800,30,15560,240,561,0,15090,149,523331.5,3019.12,28.42,107.20,16
05,05 - Estrie,15257,30,14738,519,353,1,14699,205,494966.5,3082.43,41.27,71.32,29
06,06 - Montréal,135876,195,132949,2927,4774,0,129772,1330,2072060.5,6557.53,63.99,230.40,97
07,07 - Outaouais,12717,3,12270,447,215,0,12440,62,402744,3157.59,15.33,53.38,1
08,08 - Abitibi-Témiscamingue,1190,0,1157,33,9,0,1168,13,147637,806.03,8.80,6.10,7
09,09 - Côte-Nord,590,0,571,19,4,0,585,1,89700.5,657.74,1.12,4.46,0
10,10 - Nord-du-Québec,113,-1,111,2,0,0,112,1,13521.5,835.71,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2082,0,2062,20,47,0,2030,5,89823,2317.89,5.58,52.33,1
12,12 - Chaudière-Appalaches,19384,7,19102,282,366,0,18983,35,431109.5,4496.31,8.10,84.90,4
13,13 - Laval,32909,70,31053,1856,918,1,31515,476,444658.5,7400.96,106.59,206.45,47
14,14 - Lanaudière,24601,39,23888,713,517,0,23808,276,522367,4709.52,52.61,98.97,26
15,15 - Laurentides,21540,38,20936,604,510,0,20806,224,630238,3417.76,35.36,80.92,8
16,16 - Montérégie,52597,83,50628,1969,1559,0,50501,537,1438226,3657.07,37.20,108.40,58
17,17 - Nunavik,49,0,47,2,0,0,49,0,14336.5,341.78,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,123,1,123,0,3,0,116,4,18507,664.61,21.47,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,613,13,608,5,0,0,587,26,.,.,.,.,2
999,Ensemble du Québec,383718,527,373479,10239,11279,2,368938,3501,8565469.5,4479.82,40.75,131.68,309

