Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3837,      2392,       62.3,       769,       20.0,       676,       17.6,        53,n.d.,n.d.,n.d.,n.d.,        45,       84.9
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10789,      5607,       52.0,      2433,       22.6,      2749,       25.5,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     31190,     18080,       58.0,      6153,       19.7,      6957,       22.3,      1107,        32,        2.9,       100,        9.0,       975,       88.1
Région,RSS04,04 - Mauricie et Centre-du-Québec,     15005,      8682,       57.9,      2930,       19.5,      3393,       22.6,       521,        16,        3.1,        29,        5.6,       476,       91.4
Région,RSS05,05 - Estrie,     14322,      8449,       59.0,      2806,       19.6,      3067,       21.4,       347,        11,        3.2,        30,        8.6,       306,       88.2
Région,RSS06,06 - Montréal,    116968,     67999,       58.1,     21460,       18.3,     27509,       23.5,      4679,       150,        3.2,       273,        5.8,      4256,       91.0
Région,RSS07,07 - Outaouais,     11190,      7147,       63.9,      1902,       17.0,      2141,       19.1,       211,         6,        2.8,        19,        9.0,       186,       88.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1136,       677,       59.6,       263,       23.2,       196,       17.3,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       550,       363,       66.0,       102,       18.5,        85,       15.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       108,        63,       58.3,        19,       17.6,        26,       24.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2006,      1041,       51.9,       413,       20.6,       552,       27.5,        47,n.d.,n.d.,n.d.,n.d.,        42,       89.4
Région,RSS12,12 - Chaudière-Appalaches,     18781,     11422,       60.8,      3667,       19.5,      3692,       19.7,       366,        10,        2.7,        36,        9.8,       320,       87.4
Région,RSS13,13 - Laval,     30848,     18990,       61.6,      6180,       20.0,      5678,       18.4,       906,        16,        1.8,        64,        7.1,       826,       91.2
Région,RSS14,14 - Lanaudière,     23575,     14159,       60.1,      4846,       20.6,      4570,       19.4,       513,        21,        4.1,        31,        6.0,       461,       89.9
Région,RSS15,15 - Laurentides,     20552,     12413,       60.4,      4055,       19.7,      4084,       19.9,       506,        26,        5.1,        37,        7.3,       443,       87.5
Région,RSS16,16 - Montérégie,     49196,     28472,       57.9,      9830,       20.0,     10894,       22.1,      1546,        51,        3.3,       105,        6.8,      1390,       89.9
Région,RSS17,17 - Nunavik,        44,        22,       50.0,         6,       13.6,        16,       36.4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       103,        59,       57.3,        15,       14.6,        29,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    350240,    206068,       58.8,     67855,       19.4,     76317,       21.8,     11086,       358,        3.2,       758,        6.8,      9970,       89.9
Groupe d'âge,0_9,Moins de 10 ans,     29278,     24944,       85.2,      3537,       12.1,       797,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     44409,     36758,       82.8,      6399,       14.4,      1252,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     50573,     40848,       80.8,      7312,       14.5,      2413,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     47929,     33525,       69.9,     10035,       20.9,      4369,        9.1,        20,n.d.,n.d.,n.d.,n.d.,        15,       75.0
Groupe d'âge,40_49,40-49 ans,     52698,     33076,       62.8,     12604,       23.9,      7018,       13.3,        47,        13,       27.7,        11,       23.4,        23,       48.9
Groupe d'âge,50_59,50-59 ans,     47452,     23757,       50.1,     13534,       28.5,     10161,       21.4,       204,        35,       17.2,        31,       15.2,       138,       67.6
Groupe d'âge,60_69,60-69 ans,     29187,      9803,       33.6,      8217,       28.2,     11167,       38.3,       707,        64,        9.1,        85,       12.0,       558,       78.9
Groupe d'âge,70_79,70-79 ans,     18425,      2308,       12.5,      3540,       19.2,     12577,       68.3,      2161,        78,        3.6,       197,        9.1,      1886,       87.3
Groupe d'âge,80_89,80-89 ans,     19059,       766,        4.0,      1909,       10.0,     16384,       86.0,      4340,        82,        1.9,       262,        6.0,      3996,       92.1
Groupe d'âge,90_,90 ans et plus,     11230,       283,        2.5,       768,        6.8,     10179,       90.6,      3598,        78,        2.2,       169,        4.7,      3351,       93.1
