Date,Cumul des personnes avec des analyses négatives,Cumul de cas confirmés,Nouveaux cas,Nombre cumulatif de décès,Nouveaux décès,Hospitalisations,Soins intensifs,Personnes testées,Cas actifs,Tests (Volumétrie),Hospitalisations (nouvelle méthode),,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,CHSLD,RPA,Domicile,Autres - Inconnu,,Montréal et Laval,Régions à proximité,Autres régions,,Cas Labo,Cas Lien Épi,Cas Total,Cumul Labo,Cumul Épi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile,Inc Hors-SI,Inc SI
27/02/2020,91,1,,,,0,,92,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,0,,,,,,,
28/02/2020,104,1,0,,0,0,,105,1,,,,0,0,0.1323698573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0219437367,,1,0,1,1,0,,,,,,,
29/02/2020,138,1,0,,0,0,,139,1,,,,0,0,0.1323698573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0219437367,,0,0,0,1,0,,,,,,,
01/03/2020,189,1,0,,0,0,,190,1,,,,0,0,0.1323698573,0,0,0.04841074777,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.03986601829,0,0.0219437367,,0,1,1,1,1,,,,,,,
02/03/2020,203,1,0,,0,0,,204,1,,,,0,0,0.1323698573,0,0,0.1452322433,0,0,0,0,1.111135803,0,0,0,0,0.06979579843,0,0,,,,,,,0.1195980549,0,0.06583121009,,4,0,4,5,1,,,,,,,
03/03/2020,203,1,0,,0,0,,204,1,,,,0,0,0.1323698573,0,0,0.1452322433,0,0,0,0,1.111135803,0,0,0,0.1594977734,0.1395915969,0,0,,,,,,,0.1195980549,0,0.1097186835,,2,0,2,7,1,,,,,,,
04/03/2020,242,2,1,,0,0,,244,2,,,,0,0,0.1323698573,0,0,0.1452322433,0,0,0,0,1.111135803,0,0,0,0.1594977734,0.2791831937,0,0,,,,,,,0.1195980549,0,0.1536061569,,2,0,2,9,1,,,,,,,
05/03/2020,260,3,1,,0,0,,263,3,,,,0,0,0.1323698573,0,0,0.1452322433,0,0,0,0,1.111135803,0,0,0,0.1594977734,0.3489789922,0,0,,,,,,,0.1195980549,0.06786277062,0.1536061569,,1,0,1,10,1,,,,,,,
06/03/2020,303,3,0,,0,0,,306,3,,,,0,0,0.1323698573,0,0,0.1452322433,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.1195980549,0.1357255412,0.1755498936,,2,0,2,12,1,,,,,,,
07/03/2020,340,4,1,,0,0,,344,4,,,,0,0,0.1323698573,0,0,0.1452322433,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.1195980549,0.1357255412,0.1755498936,,0,0,0,12,1,,,,,,,
08/03/2020,376,4,0,,0,0,,380,4,353,,,0,0,0.1323698573,0,0,0.1936429911,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.1594640731,0.1357255412,0.1755498936,,1,0,1,13,1,,,,,,,
09/03/2020,465,5,1,,0,0,,470,5,68,,,0,0,0.1323698573,0,0,0.2420537388,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.1993300914,0.1357255412,0.1755498936,,1,0,1,14,1,,,,,,,
10/03/2020,570,8,3,,0,0,,578,8,145,,,0,0,0.1323698573,0,0,0.3388752344,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.279062128,0.1357255412,0.1755498936,,1,1,2,15,2,,,,,,,
11/03/2020,798,13,5,,0,0,,811,13,225,,,0,0,0.1323698573,0.191445818,0.2027727141,0.4841074777,0,0,0,0,1.111135803,0.2323911422,0,0,0.4784933202,0.6281621859,0,0,,,,,,,0.3986601829,0.2714510825,0.2852685771,,10,0,10,25,2,,,,,,,
12/03/2020,1079,17,4,,0,0,,1096,17,377,,,0,0,0.1323698573,0.191445818,0.4055454282,0.629339721,0,0,0,0,1.111135803,0.2323911422,0,0,0.6379910936,0.6979579843,0,0,,,,,,,0.5182582377,0.3393138531,0.3291560505,,6,0,6,31,2,,,,,,,
13/03/2020,1399,24,7,,0,0,,1423,24,287,,,0,0,0.1323698573,0.191445818,0.4055454282,0.7261612165,0,0,0,0,1.111135803,0.2323911422,0,0.1922736747,0.6379910936,0.7677537828,0,0,,,,,,,0.5979902743,0.4750393943,0.3291560505,,4,0,4,35,2,,,,,,,
14/03/2020,2270,39,15,,0,0,,2309,39,695,,,0,0,0.3971095718,0.7657832718,0.6083181423,0.9682149553,0,0,0,7.375719133,1.111135803,0.2323911422,0,0.1922736747,1.116484414,1.046936976,0,0,,,,,,,0.7973203657,0.6107649356,0.5924808908,,19,0,19,54,2,,,,,,,
15/03/2020,3079,50,11,0,0,2,0,3129,50,811,,,0.5074236074,0,0.7942191436,0.7657832718,0.6083181423,1.258679442,0,0,0,7.375719133,1.111135803,0.6971734265,0,0.3845473493,1.116484414,1.046936976,0,0,,0,0,0,0,,1.036516475,0.6786277062,0.724143311,,13,0,13,67,2,0,0,0,0,,,
16/03/2020,4778,74,24,0,0,5,0,4852,74,1157,,,0.5074236074,0,0.7942191436,0.7657832718,1.01386357,1.500733181,0,0,0,7.375719133,1.111135803,0.9295645687,0,0.576821024,1.435479961,1.465711767,0,0,,0,0,0,0,,1.235846567,1.153667101,0.8338619945,,17,0,17,84,2,0,0,0,0,,,
17/03/2020,5213,94,20,0,0,2,4,5307,94,1459,,,0.5074236074,0,1.191328715,0.7657832718,4.663772424,1.839608415,0.4987133196,0,0,7.375719133,1.111135803,2.323911422,0,1.345915723,1.754475508,1.535507566,0,0,,0,1,0,0,,1.514908695,1.628706495,1.470230359,,44,0,44,128,2,0,1,0,0,.,,
18/03/2020,6331,121,27,1,1,3,4,6452,119,2246,,,1.522270822,0,1.853178002,0.7657832718,6.083181423,2.130072902,0.9974266393,0.6774333406,0,7.375719133,1.111135803,2.323911422,1.129318231,3.268652469,2.073471054,1.605303364,0,0,,1,2,0,0,,1.953434896,2.443059742,1.865217619,,40,1,41,168,3,1,1,0,0,.,,
19/03/2020,7666,139,18,1,0,4,6,7805,137,3597,,,1.522270822,0.3601890272,2.250287574,0.9572290898,10.54418113,3.872859821,0.9974266393,0.6774333406,0,7.375719133,1.111135803,2.323911422,2.258636461,3.653199818,2.073471054,1.954282356,0,0,,1,2,0,0,,3.587941646,2.714510825,2.52352972,,74,1,75,242,4,0,0,0,0,.,,
20/03/2020,9242,181,42,4,3,9,10,9423,176,3990,,,1.522270822,0.7203780544,3.044506717,1.340120726,13.38299913,6.244986462,1.994853279,0.6774333406,0,7.375719133,2.222271606,3.950649417,3.613818338,5.575936565,4.625435429,2.931423534,0,0,,1,3,0,0,,5.780572651,4.886119485,3.467110398,,122,8,130,364,12,0,1,0,0,1.1,,
21/03/2020,9786,219,38,4,0,11,13,10005,214,3995,,,1.522270822,0.7203780544,5.162424433,2.105903998,15.20795356,10.69877526,2.742923258,0.6774333406,1.110703853,7.375719133,3.333407409,4.647822844,5.646591153,7.498673312,5.582422069,5.095093286,0,0,,1,4,0,0,,9.807040498,6.922002603,4.65207218,,183,2,185,547,14,0,1,0,0,1.3,,
22/03/2020,11211,628,409,4,0,25,20,11839,623,4434,,,2.02969443,1.440756109,8.471670865,3.637470541,23.31886212,14.95892106,3.241636578,1.354866681,1.110703853,7.375719133,3.333407409,6.274560839,8.808682199,10.38277843,7.815390897,6.630600851,0,0,,1,4,0,0,,13.87337436,9.365062346,6.868389586,,238,1,239,785,15,0,0,0,0,2.1,,
23/03/2020,12202,1013,385,4,0,36,31,13215,1008,3952,,,2.02969443,2.161134163,12.17802687,6.700603629,32.24086154,21.39755051,3.740349897,2.032300022,1.110703853,7.375719133,10.00022223,8.598472261,15.58459158,14.4205256,9.091373084,9.701615982,0,0,,2,4,2,0,,20.37153534,12.35102425,9.896625251,,339,6,345,1124,21,1,0,2,0,3.3,,
24/03/2020,26634,1339,326,6,2,43,35,27973,1332,4024,,,3.044541644,3.601890272,14.42831444,7.849278536,35.48522497,28.46551969,3.989706557,2.032300022,2.221407706,7.375719133,10.00022223,10.4576014,21.45704638,16.53553602,10.36735527,11.44651094,0,0,,3,4,3,0,,27.22849049,14.38690737,11.41074308,,261,10,271,1385,31,1,0,1,0,3.7,,
25/03/2020,31854,1629,290,8,2,63,43,33483,1619,5394,,,3.044541644,5.042646381,15.88438287,10.33807417,43.1905881,37.56674027,4.737776537,5.419466724,7.774926971,7.375719133,10.00022223,12.78151282,28.68468306,21.15010421,12.12183078,13.2612017,0,0,,7,7,3,1,,35.99901451,17.50859482,13.6928917,,363,7,370,1748,38,4,3,0,1,5.4,,
26/03/2020,32335,2021,392,18,10,91,50,34356,1974,5299,,,3.551965252,7.203780544,17.3404513,12.44397817,50.28763309,46.47431786,4.987133196,11.51636679,11.10703853,7.375719133,10.00022223,16.73216224,34.55713786,23.84193566,14.9927907,15.63425885,0,5.439216753,,9,9,7,1,,44.37087835,20.35883119,16.30419637,,366,5,371,2114,43,2,2,4,0,6.9,,
27/03/2020,43589,2498,477,22,4,107,57,46087,2439,6119,,,4.059388859,7.203780544,19.98784845,15.89000289,56.1680418,58.28654031,7.480699795,16.93583351,14.43915009,7.375719133,12.22249383,19.05607366,42.46236547,27.68740915,18.98023504,17.5885412,7.012622721,5.439216753,,11,10,8,1,,55.49349745,23.95555803,18.98133224,,450,4,454,2564,47,2,1,1,0,8.1,,
28/03/2020,49364,2840,342,22,0,120,72,52204,2736,5773,,,4.059388859,7.203780544,22.50287574,18.95313598,64.6844958,68.01710061,7.979413114,18.96813354,19.99266935,7.375719133,12.22249383,20.21802937,51.49691131,33.26334572,20.73471054,20.86894373,7.012622721,5.439216753,,20,12,10,1,,65.10120786,27.68801041,21.70235559,,412,8,420,2976,55,9,2,2,0,10.1,,
29/03/2020,56285,3430,590,25,3,157,78,59715,3288,6856,,,5.581659681,9.364914707,26.07686188,27.7596436,71.57876807,80.70071653,11.47040635,21.00043356,26.65689247,7.375719133,18.88930865,21.61237622,61.43491174,41.53111373,27.27411925,23.03261348,14.02524544,5.439216753,,26,13,13,1,,77.30020946,33.727797,25.60834073,,558,15,573,3534,70,6,1,3,0,11.1,,
30/03/2020,63378,4162,732,31,6,204,82,67540,3976,7511,,,7.611354111,11.16585984,29.51847817,35.80036796,75.22867693,93.57797543,16.20818289,24.38760026,33.32111559,14.75143827,23.33385186,26.26019907,71.37291217,49.22206071,32.69704355,26.17342441,14.02524544,16.31765026,,33,14,17,1,,89.65867512,39.69972081,29.62404454,,538,43,581,4072,113,7,1,4,0,13.4,,
31/03/2020,65205,4611,449,33,2,225,82,69711,4347,7569,,,9.133624933,16.56869525,33.35720403,42.50097159,81.92017649,109.6503437,18.20303617,27.77476696,38.87463486,14.75143827,24.44498767,29.97845734,91.47477668,59.41256547,38.75795894,31.1987219,14.02524544,16.31765026,,45,14,19,3,,106.4422688,47.30035112,34.03473562,,684,50,734,4756,163,12,0,2,2,17.9,,
01/04/2020,69146,5518,907,36,3,269,96,74542,5258,6493,,,9.64104854,18.36964039,38.51962846,56.66796212,90.23385777,124.4156218,20.69660276,32.51680035,45.53885797,14.75143827,44.44543212,30.67563077,104.8007318,64.02713366,43.70238991,36.71258998,14.02524544,16.31765026,,58,15,20,3,,120.9534995,52.66151,39.71816342,,646,56,702,5402,219,13,1,1,0,22.6,,
02/04/2020,77618,6101,583,61,25,334,107,83570,5734,7182,,,13.7004374,21.61134163,41.03465575,67.58037374,96.31703919,144.3608498,21.94338606,41.32343377,55.53519265,14.75143827,48.88997533,31.14041305,128.5164146,73.44854372,52.63426523,43.62237402,42.07573633,16.31765026,,75,18,23,4,,141.5642309,62.84092559,44.41412308,,806,76,882,6208,295,17,3,3,1,27.4,,
03/04/2020,83454,6997,896,75,14,348,130,90227,6485,7743,,,13.7004374,24.49285385,44.34390218,78.875677,103.8196296,161.3530223,23.43952602,53.5172339,58.86730421,14.75143827,51.11224694,33.23193333,141.3906425,82.86995378,59.81166503,51.29991185,42.07573633,16.31765026,,97,25,28,5,,157.8295664,73.2239295,49.19785768,,695,84,779,6903,379,22,7,5,1,32.9,,
04/04/2020,88308,7944,947,94,19,371,154,95955,7386,4990,,,14.71528461,31.69663439,46.06471033,90.74531771,111.5249928,177.8610873,30.67086916,56.22696727,68.86363889,14.75143827,64.44587658,35.55584475,152.9096884,91.32999546,66.51057151,60.37336564,56.10098177,21.75686701,,127,35,31,8,,173.4570456,81.91036414,55.56154132,,697,113,810,7600,492,30,10,3,3,38.3,,
05/04/2020,91965,8580,636,121,27,369,164,100113,7848,3978,,,14.71528461,37.0994698,47.52077876,97.82881298,114.161038,190.4962925,33.16443576,65.71103403,79.97067742,14.75143827,72.2238272,36.48540932,182.4978261,98.05957408,69.22203366,65.67784633,56.10098177,21.75686701,,158,43,34,10,,189.0845247,88.22160181,58.98476424,,555,86,641,8155,578,31,8,3,2,44.9,,
06/04/2020,95681,9340,760,150,29,419,164,104526,8470,4805,,,15.73013183,39.98098202,50.43291562,109.3155621,117.4054015,212.6684149,34.41121905,71.8079341,83.30278898,14.75143827,78.89064201,41.59801445,201.9220996,113.8260154,72.89048245,71.1219186,63.11360449,27.19608376,,198,49,37,11,,210.7716387,96.84017367,63.61489269,,793,89,882,8948,667,40,6,3,1,50.9,79,19
07/04/2020,99780,10031,691,175,25,451,181,109270,9029,5394,,,16.74497904,44.30325035,52.81557305,114.676045,123.0830375,233.1461612,34.90993237,74.51766746,87.74560439,14.75143827,88.89086424,46.01344615,217.2808276,125.5547096,78.15390897,76.91496987,63.11360449,27.19608376,,243,54,40,12,,230.3458537,105.1194317,67.58670903,,717,78,795,9665,745,45,5,3,1,55.4,98,19
08/04/2020,103074,10912,881,216,41,483,196,113365,9584,4968,,,16.74497904,45.38381743,54.66875105,121.5680944,127.1384917,251.3970132,36.40607233,84.67916757,93.29912365,14.75143827,92.22427165,47.64018415,231.2843736,136.7065827,84.05532659,80.334964,63.11360449,27.19608376,,289,61,48,12,,247.8470357,112.6521992,70.70271964,,604,88,692,10269,833,46,7,8,0,58.9,88,25
09/04/2020,107266,11677,765,241,25,547,186,118217,10095,5508,,,17.25240265,50.78665284,56.52192905,126.7371315,131.8022642,268.4860071,38.15156895,88.06633427,102.1847545,36.87859566,97.77995067,51.12605128,253.4190109,145.1666244,89.47825088,87.24474804,70.12622721,27.19608376,,337,67,57,15,,265.8266099,121.0671828,74.58676104,,651,101,752,10920,934,48,6,9,3,65.7,93,26
10/04/2020,111651,12292,615,289,48,612,146,123115,10440,5267,,,17.25240265,52.22740894,57.97799748,136.3094224,138.8993092,283.3481067,40.64513555,89.42120095,104.4061622,36.87859566,103.3356297,53.91474499,266.7449661,153.4343924,92.50870858,92.82841192,70.12622721,27.19608376,,387,78,62,16,,280.4175726,127.9213226,78.36108375,,554,85,639,11474,1019,50,11,5,1,71.7,86,22
11/04/2020,114811,12846,554,328,39,634,156,126771,10773,6923,,,17.25240265,54.74873213,59.30169605,143.9672551,141.7381272,296.0317226,43.13870215,91.45350098,106.6275699,36.87859566,108.8913087,57.63300326,290.4606489,165.7399076,98.25062842,99.45901277,77.13884993,27.19608376,,441,87,64,21,,295.0484013,138.7115031,81.52098183,,590,80,670,12064,1099,54,9,2,5,77,81,16
12/04/2020,118979,13557,711,360,32,664,166,131570,11215,6230,,,17.25240265,58.35062241,65.92018892,150.6678587,145.388036,312.0556801,44.63484211,92.13093432,106.6275699,51.63003393,111.1135803,63.21039067,311.0142407,176.5072333,103.6735527,108.9512414,77.13884993,27.19608376,,512,100,69,24,,311.871861,150.9268019,85.77806675,,713,83,796,12777,1182,71,13,5,3,82.6,88,12
13/04/2020,124295,14248,691,435,75,730,161,137451,11667,7016,,,17.25240265,61.23213462,67.64099706,159.4743664,145.9963541,338.3911269,45.13355543,92.13093432,107.7382737,51.63003393,112.2247161,65.76669324,338.7954692,190.7354853,111.3294458,115.3724548,84.15147265,27.19608376,,576,115,79,27,,338.4624952,161.6491196,88.89407736,,868,99,967,13645,1281,64,15,10,3,86.9,75,18
14/04/2020,129498,14860,612,487,52,737,190,143174,11882,7174,,,17.25240265,66.63497003,70.15602435,164.2605118,152.0795356,361.1441783,47.37776537,92.80836766,111.0703853,51.63003393,116.6692593,66.92864895,365.2215158,211.5010421,114.8383969,124.9344792,84.15147265,27.19608376,,637,133,88,30,,361.863848,175.2216737,92.8000625,,834,131,965,14479,1412,61,18,9,3,89.1,116,13
15/04/2020,134011,15857,997,609,122,788,187,148571,12407,6562,,,17.25240265,72.75818349,73.46527078,169.2381031,154.3100354,391.1104312,47.87647868,93.485801,116.6239046,51.63003393,116.6692593,67.39343123,398.875199,226.8829361,121.5373033,133.9381372,91.16409537,27.19608376,,705,149,101,33,,392.48095,188.1834629,96.091623,,870,239,1109,15349,1651,68,16,13,3,92.3,115,19
16/04/2020,138322,16798,941,688,79,822,196,153722,13042,6707,,,17.25240265,75.27950669,75.71555836,174.2156943,156.5405353,415.1705728,50.37004528,95.51810102,118.8453123,51.63003393,121.1138025,70.41451608,423.7202001,245.7257562,125.6842454,144.1283238,91.16409537,27.19608376,,781,163,106,34,,416.6796231,202.6382331,99.38318351,,851,119,970,16200,1770,76,14,5,1,97.4,98,20
17/04/2020,142715,17521,723,805,117,879,193,158770,13401,6363,,,17.25240265,78.88139696,77.70110621,181.1077438,158.9738078,442.9099313,51.61682858,96.19553436,121.06672,51.63003393,134.4474322,73.43560093,455.1152469,256.6853557,130.947672,152.5038196,91.16409537,27.19608376,,838,176,114,39,,445.0642281,212.5461976,103.1136187,,860,169,1029,17060,1939,57,13,8,5,99.3,116,7
18/04/2020,146771,18357,836,877,72,917,183,163548,13925,5898,,,17.25240265,82.48328723,80.08376365,183.5965394,159.3793533,458.8854781,52.36489856,96.8729677,121.06672,51.63003393,143.3365186,76.22429463,474.9912478,267.4526814,135.8921029,158.9948288,91.16409537,27.19608376,,910,188,121,40,,461.7282238,221.9791227,105.4835423,,551,114,665,17611,2053,72,12,7,1,102.6,93,24
19/04/2020,150290,19319,962,939,62,970,198,167801,14533,5379,,,17.25240265,86.0851775,81.27509236,188.9570223,160.5959896,479.8957426,53.3623252,98.22783438,122.1774238,51.63003393,154.4478766,77.1538592,492.8344758,278.4122809,139.401054,169.9527692,98.17671809,27.19608376,,1010,208,127,42,,482.1794912,234.1265586,108.3801156,,727,97,824,18338,2150,100,20,6,2,105.1,86,18
20/04/2020,153283,20126,807,1041,102,1022,201,171520,15037,6336,,,17.25240265,88.60650069,83.39301008,196.0405176,161.4070804,503.3265445,54.11039518,98.90526772,123.2881277,51.63003393,155.5590124,79.01298834,517.4536133,292.8328065,145.6214671,178.677244,98.17671809,27.19608376,,1094,222,131,45,,505.82004,246.6811712,111.2766888,,752,158,910,19090,2308,84,14,4,3,108.1,96,18
21/04/2020,157087,20965,839,1134,93,1077,199,176048,15540,5963,,,17.25240265,90.0472568,85.11381822,199.869434,162.2181713,525.69231,55.60653514,98.90526772,124.3988315,51.63003393,165.5592346,80.17494405,537.3296141,306.2919637,152.4798714,184.5400911,98.17671809,27.19608376,,1187,236,135,48,,527.7463501,256.9284496,113.6466124,,692,117,809,19782,2425,93,14,4,3,112.4,141,20
22/04/2020,161148,21838,873,1243,109,1203,207,180833,16111,8598,,,17.25240265,92.92876902,87.76121537,205.9957001,163.6375803,551.7372923,57.1026751,99.58270106,124.3988315,51.63003393,166.6703705,81.10450862,555.3987058,318.7897526,156.6268135,191.7290583,98.17671809,27.19608376,,1271,252,149,52,,552.3835494,266.3613747,116.5870731,,748,144,892,20530,2569,84,16,14,4,116.4,109,21
23/04/2020,165302,22616,778,1340,97,1233,227,185632,16552,6600,,,17.25240265,94.0093361,90.93809194,211.9305205,163.840353,577.2497564,59.34688504,100.9375677,125.5095354,51.63003393,171.1149137,82.49885547,575.5005703,334.5561939,165.8776843,196.6147642,98.17671809,27.19608376,,1357,268,156,60,,576.9410166,278.3730851,119.0886591,,753,154,907,21283,2723,86,16,7,8,114.3,89,19
24/04/2020,170211,23267,651,1446,106,1297,208,190765,16764,7630,,,17.25240265,95.08990318,92.52653023,215.567991,164.8542166,601.3583088,60.09495502,100.9375677,125.5095354,51.63003393,175.5594569,83.42842004,592.8920711,352.4376456,172.2575953,203.8037314,98.17671809,27.19608376,,1442,282,167,63,,599.8639771,291.0634232,121.261089,,727,135,862,22010,2858,85,14,11,3,115.6,101,17
25/04/2020,174405,24107,840,1515,69,1312,204,195577,17250,6339,,,17.25240265,96.53065929,98.74791352,220.7370281,166.2736256,616.4624621,62.08980829,100.9375677,125.5095354,51.63003393,183.3374075,85.05515804,626.9974816,366.6658976,175.9260441,209.7363743,112.2019635,43.51373402,,1527,306,177,64,,618.3219436,300.4284855,124.6843119,,663,94,757,22673,2952,85,24,10,1,118.3,68,19
26/04/2020,178388,24982,875,1599,84,1328,210,200172,17866,7013,,,17.75982626,97.25103734,102.05716,224.7573903,166.679171,630.1627037,64.33401823,100.9375677,125.5095354,51.63003393,185.5596791,85.51994032,645.7441642,376.8564023,181.1894706,216.5065667,112.2019635,48.95295078,,1613,320,188,66,,632.9129063,310.064999,127.010348,,525,90,615,23198,3042,86,14,11,2,122.9,99,15
27/04/2020,182048,25757,775,1682,83,1402,217,204472,18234,6413,,,17.75982626,97.61122637,105.1016667,231.0751023,167.4902618,652.5284692,66.07951485,100.9375677,125.5095354,51.63003393,185.5596791,87.37906946,668.7822562,398.0065065,190.2808437,223.8351256,112.2019635,48.95295078,,1696,339,193,73,,655.3973406,324.0447297,130.1263586,,787,126,913,23985,3168,83,19,5,7,124.1,99,17
28/04/2020,185863,26594,837,1761,79,1423,222,208979,18785,7118,,,17.75982626,98.33160443,108.543283,236.627031,168.5041254,675.5235743,66.57822817,100.9375677,125.5095354,51.63003393,186.6708149,88.77341631,696.337621,413.5806742,198.4152301,232.4200088,112.2019635,48.95295078,,1790,360,204,80,,679.1973535,337.2101072,133.0229319,,794,129,923,24779,3297,94,21,11,7,126.3,105,17
29/04/2020,190101,27538,944,1859,98,1464,213,214047,19380,8801,,,17.75982626,100.4927386,112.1172691,242.5618514,170.1263071,700.6487524,69.32115143,100.9375677,125.5095354,51.63003393,187.7819507,89.2381986,716.8912128,424.1557263,204.9546388,239.8881592,112.2019635,48.95295078,,1886,389,221,88,,703.5156247,347.7288367,135.9633926,,777,122,899,25556,3419,96,29,17,8,125.6,100,15
30/04/2020,194468,28648,1110,2022,163,1491,218,219367,19926,8613,,,17.75982626,101.2131166,115.955995,247.7308884,171.1401707,729.3563259,71.56536137,100.9375677,125.5095354,51.63003393,188.8930865,91.09732773,737.6706682,438.7685256,212.2915364,248.1938592,112.2019635,48.95295078,,1967,410,236,97,,730.8238472,360.351312,138.9477408,,892,115,1007,26448,3534,81,21,15,9,123.7,107,11
