group,1d,2d,3d,pop 2021
0-4,256,57,6,428991
5-11,408464,138308,45,650347
12-17,525672,487002,4597,529446
18-29,1099755,1030522,290194,1216440
30-39,1010314,960842,363119,1118629
40-49,1020964,989124,493994,1115327
50-59,1075856,1044474,643110,1155183
60-69,1112460,1097594,876891,1168854
70-79,752186,749646,665792,783129
80 plus,399790,398846,356857,425520
Total 5+,7405461,6896358,3694599,8162875
Total,7405717,6896415,3694605,8591866
