Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3831,      2388,       62.3,       767,       20.0,       676,       17.6,        53,n.d.,n.d.,n.d.,n.d.,        45,       84.9
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10773,      5598,       52.0,      2427,       22.5,      2748,       25.5,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     31102,     18018,       57.9,      6132,       19.7,      6952,       22.4,      1106,        32,        2.9,       100,        9.0,       974,       88.1
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14905,      8611,       57.8,      2905,       19.5,      3389,       22.7,       522,        16,        3.1,        29,        5.6,       477,       91.4
Région,RSS05,05 - Estrie,     14184,      8347,       58.8,      2780,       19.6,      3057,       21.6,       347,        11,        3.2,        30,        8.6,       306,       88.2
Région,RSS06,06 - Montréal,    116253,     67458,       58.0,     21345,       18.4,     27450,       23.6,      4679,       150,        3.2,       273,        5.8,      4256,       91.0
Région,RSS07,07 - Outaouais,     11147,      7107,       63.8,      1900,       17.0,      2140,       19.2,       211,         6,        2.8,        19,        9.0,       186,       88.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1114,       665,       59.7,       256,       23.0,       193,       17.3,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       548,       362,       66.1,       102,       18.6,        84,       15.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2003,      1038,       51.8,       413,       20.6,       552,       27.6,        46,n.d.,n.d.,n.d.,n.d.,        41,       89.1
Région,RSS12,12 - Chaudière-Appalaches,     18754,     11399,       60.8,      3663,       19.5,      3692,       19.7,       367,        10,        2.7,        36,        9.8,       321,       87.5
Région,RSS13,13 - Laval,     30472,     18711,       61.4,      6112,       20.1,      5649,       18.5,       906,        16,        1.8,        64,        7.1,       826,       91.2
Région,RSS14,14 - Lanaudière,     23408,     14036,       60.0,      4815,       20.6,      4557,       19.5,       513,        21,        4.1,        31,        6.0,       461,       89.9
Région,RSS15,15 - Laurentides,     20419,     12306,       60.3,      4036,       19.8,      4077,       20.0,       506,        26,        5.1,        37,        7.3,       443,       87.5
Région,RSS16,16 - Montérégie,     48876,     28241,       57.8,      9770,       20.0,     10865,       22.2,      1546,        51,        3.3,       105,        6.8,      1390,       89.9
Région,RSS17,17 - Nunavik,        44,        22,       50.0,         6,       13.6,        16,       36.4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       103,        59,       57.3,        15,       14.6,        29,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    348080,    204456,       58.7,     67469,       19.4,     76155,       21.9,     11086,       358,        3.2,       758,        6.8,      9970,       89.9
Groupe d'âge,0_9,Moins de 10 ans,     29021,     24729,       85.2,      3501,       12.1,       791,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     44005,     36426,       82.8,      6337,       14.4,      1242,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     49925,     40322,       80.8,      7216,       14.5,      2387,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     47589,     33270,       69.9,      9973,       21.0,      4346,        9.1,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     52451,     32901,       62.7,     12560,       23.9,      6990,       13.3,        47,        13,       27.7,        11,       23.4,        23,       48.9
Groupe d'âge,50_59,50-59 ans,     47296,     23687,       50.1,     13479,       28.5,     10130,       21.4,       205,        35,       17.1,        31,       15.1,       139,       67.8
Groupe d'âge,60_69,60-69 ans,     29116,      9770,       33.6,      8194,       28.1,     11152,       38.3,       707,        64,        9.1,        85,       12.0,       558,       78.9
Groupe d'âge,70_79,70-79 ans,     18399,      2303,       12.5,      3532,       19.2,     12564,       68.3,      2161,        78,        3.6,       197,        9.1,      1886,       87.3
Groupe d'âge,80_89,80-89 ans,     19053,       765,        4.0,      1909,       10.0,     16379,       86.0,      4341,        82,        1.9,       262,        6.0,      3997,       92.1
Groupe d'âge,90_,90 ans et plus,     11225,       283,        2.5,       768,        6.8,     10174,       90.6,      3598,        78,        2.2,       169,        4.7,      3351,       93.1
