,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3988,2,3962,26,53,0,3922,13,196934.5,2025.04,6.61,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11061,1,10838,223,271,0,10773,17,277505,3985.87,6.13,97.66,2
03,03 - Capitale-Nationale,33043,18,32690,353,1119,0,31806,118,757803,4360.37,15.52,147.66,10
04,04 - Mauricie et Centre-du-Québec,15641,19,15401,240,525,0,14915,201,523331.5,2988.74,38.34,100.32,21
05,05 - Estrie,15060,22,14543,517,352,0,14609,99,494966.5,3042.63,19.93,71.12,3
06,06 - Montréal,134649,109,131720,2929,4774,0,129086,789,2072060.5,6498.31,37.96,230.40,50
07,07 - Outaouais,12648,8,12201,447,215,0,12398,35,402744,3140.46,8.65,53.38,3
08,08 - Abitibi-Témiscamingue,1185,12,1152,33,9,0,1143,33,147637,802.64,22.35,6.10,1
09,09 - Côte-Nord,588,3,569,19,4,0,577,7,89700.5,655.51,7.83,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2078,1,2058,20,46,0,2027,5,89823,2313.44,5.58,51.21,1
12,12 - Chaudière-Appalaches,19348,4,19066,282,368,0,18945,35,431109.5,4487.95,8.10,85.36,3
13,13 - Laval,32451,56,30606,1845,917,0,31234,300,444658.5,7297.96,67.18,206.23,18
14,14 - Lanaudière,24368,28,23655,713,517,0,23680,171,522367,4664.92,32.59,98.97,2
15,15 - Laurentides,21334,20,20730,604,510,0,20667,157,630238,3385.07,24.78,80.92,6
16,16 - Montérégie,52114,61,50150,1964,1559,0,50215,340,1438226,3623.49,23.55,108.40,21
17,17 - Nunavik,49,0,47,2,0,0,47,2,14336.5,341.78,13.88,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,569,5,564,5,0,0,538,31,.,.,.,.,1
999,Ensemble du Québec,380407,369,370182,10225,11242,0,366812,2353,8565469.5,4441.17,27.39,131.25,142

