Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;133;99,1;21880;16298,6;< 5;n.p.;537;400
Anjou;< 5;45;105,2;7378;17239,9;0;;87;203,3
Baie D'urfé;0;< 5;n.p.;361;9442,8;0;;< 5;n.p.
Beaconsfield;0;28;* 144,9;1872;9687,4;0;;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;18;160;96,1;26141;15698,4;< 5;n.p.;417;250,4
Côte-Saint-Luc;6;49;151;6063;18685,3;< 5;n.p.;131;403,7
Dollard-des-Ormeaux;< 5;47;96,1;6857;14022,8;0;;134;274
Dorval;6;40;210,7;2383;12555,3;0;;70;368,8
Hampstead;0;8;n.p.;1351;19374,7;0;;7;n.p.
Kirkland;0;28;* 139;2274;11284,8;0;;40;198,5
Lachine;< 5;30;* 67,4;6926;15567,9;< 5;n.p.;196;440,6
LaSalle;5;81;105,4;12095;15737,8;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;14;* 76;2638;14326,8;0;;82;445,3
Mercier–Hochelaga-Maisonneuve;9;123;90,4;21284;15647,2;< 5;n.p.;517;380,1
Montréal Est;0;< 5;n.p.;748;19428,6;0;;12;* 311,7
Montréal-Nord;< 5;49;58,2;16071;19079;0;;398;472,5
Montréal-Ouest;< 5;6;n.p.;651;12891,1;0;;< 5;n.p.
Mont-Royal;0;25;* 123,3;2967;14633,1;0;;95;468,5
Outremont;5;31;* 129,4;3209;13396,5;0;;31;* 129,4
Pierrefonds–Roxboro;5;43;62,1;9737;14051,1;0;;105;151,5
Plateau Mont-Royal;5;86;82,7;14002;13463,5;0;;202;194,2
Pointe-Claire;< 5;26;* 82,9;3287;10474,8;0;;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;17;86;80,6;19170;17959;0;;360;337,3
Rosemont–La Petite Patrie;13;120;86;19803;14186,5;0;;365;261,5
Sainte-Anne-de-Bellevue;0;9;n.p.;537;10831;0;;16;* 322,7
Saint-Laurent;10;108;109,3;15876;16064,3;0;;174;176,1
Saint-Léonard;< 5;55;70,2;15181;19387;< 5;n.p.;173;220,9
Senneville;0;0;;96;10423,5;0;;0;
Sud-Ouest;6;84;107,5;10848;13880,8;0;;235;300,7
Verdun;8;68;98,2;8577;12389,3;0;;220;317,8
Ville-Marie;12;144;161,5;13551;15196,8;0;;159;178,3
Villeray–Saint-Michel–Parc-Extension;8;92;64;23345;16228,4;0;;253;175,9
Westmount;< 5;31;* 152,6;2471;12165,2;< 5;n.p.;66;324,9
Territoire à confirmer;< 5;68;;8543;;0;;31;
Total à Montréal;174;1922;93;308174;14918,9;9;n.p.;5475;265
