Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-15;2836485;2223775
2021-04-14;2828685;2148848
2021-04-13;2660185;2078599
2021-04-12;2633275;2008856
2021-04-11;2429695;1949467
2021-04-10;2429695;1893824
2021-04-09;2429695;1832395
