date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,294,0,294,0,294,294,0.0029987586,0.0,0.0005622672,256.0,0.0,256.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1173,0,1467,0,1173,1467,0.0162588941,0.0,0.001768799,1132.0,0.0,1388.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,950,0,2417,0,950,2417,0.0276096638,0.0,0.0025653442000000003,969.0,0.0,2357.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,910,0,3327,0,910,3327,0.0385387331,0.0,0.0032447505,933.0,0.0,3290.0,0.0,698.0
2020-12-18,Région,RSS99,Ensemble du Québec,727,0,4054,0,727,4054,0.047429583600000005,0.0,0.0042287181,759.0,0.0,4049.0,0.0,729.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,4774,0,720,4774,0.0559221616,0.0,0.00495498,725.0,0.0,4774.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,4889,0,115,4889,0.057409827000000004,0.0,0.0051306885,127.0,0.0,4901.0,0.0,1253.0
2020-12-21,Région,RSS99,Ensemble du Québec,511,0,5400,0,511,5400,0.0634424858,0.0,0.0061732256,515.0,0.0,5416.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,7425,0,2025,7425,0.08602688619999999,0.0,0.0099568155,1928.0,0.0,7344.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3761,0,11186,0,3761,11186,0.1298954441,0.0,0.014665803600000001,3745.0,0.0,11089.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3026,0,14212,0,3026,14212,0.1646037316,0.0,0.017477139699999998,2963.0,0.0,14052.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,1,0,14213,0,1,14213,0.1647560123,0.0,0.017477139699999998,13.0,0.0,14065.0,0.0,2393.0
2020-12-26,Région,RSS99,Ensemble du Québec,3133,0,17346,0,3133,17346,0.2010808182,0.0,0.0208858848,3101.0,0.0,17166.0,0.0,2441.0
2020-12-27,Région,RSS99,Ensemble du Québec,2285,0,19631,0,2285,19631,0.2280345035,0.0,0.0235097986,2301.0,0.0,19467.0,0.0,2343.0
2020-12-28,Région,RSS99,Ensemble du Québec,2519,1,22150,1,2520,22151,0.2579400918,0.0,0.0269419714,2553.0,0.0,22020.0,0.0,1960.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,24514,1,2364,24515,0.2865454372,0.0,0.0297181659,2442.0,0.0,24462.0,0.0,1961.0
2020-12-30,Région,RSS99,Ensemble du Québec,3072,0,27586,1,3072,27587,0.3233505129,0.0,0.0335134697,3142.0,0.0,27604.0,0.0,1604.0
2020-12-31,Région,RSS99,Ensemble du Québec,345,0,27931,1,345,27932,0.3279657898,0.0,0.0336657504,394.0,0.0,27998.0,0.0,1498.0
2021-01-01,Région,RSS99,Ensemble du Québec,8,0,27939,1,8,27940,0.3287271933,0.0,0.033689178199999996,65.0,0.0,28063.0,0.0,1533.0
2021-01-02,Région,RSS99,Ensemble du Québec,636,0,28575,1,636,28576,0.3368332126,0.0,0.0344740095,692.0,0.0,28755.0,0.0,2049.0
2021-01-03,Région,RSS99,Ensemble du Québec,1542,0,30117,1,1542,30118,0.355645737,0.0,0.0359733888,1606.0,0.0,30361.0,0.0,3147.0
2021-01-04,Région,RSS99,Ensemble du Québec,2763,0,32880,1,2763,32881,0.38843294479999996,1.1713900000000001e-05,0.0401318236,2799.0,1.0,33160.0,1.0,5066.0
2021-01-05,Région,RSS99,Ensemble du Québec,5974,1,38854,2,5975,38856,0.4571466859,0.00010542510000000001,0.0502526337,5866.0,8.0,39026.0,9.0,6981.0
2021-01-06,Région,RSS99,Ensemble du Québec,10755,2,49609,4,10757,49613,0.5800606452,0.0003397031,0.0634659136,10493.0,20.0,49519.0,29.0,8146.0
2021-01-07,Région,RSS99,Ensemble du Québec,13782,1,63391,5,13783,63396,0.7335010295000001,0.0006208367,0.08510148810000001,13099.0,24.0,62618.0,53.0,8935.0
2021-01-08,Région,RSS99,Ensemble du Québec,13411,2,76802,7,13413,76809,0.8858754489,0.0009371121000000001,0.10293004480000001,13008.0,27.0,75626.0,80.0,9594.0
2021-01-09,Région,RSS99,Ensemble du Québec,8787,1,85589,8,8788,85597,0.9869312695999999,0.0010191094,0.11316799400000001,8627.0,7.0,84253.0,87.0,9886.0
2021-01-10,Région,RSS99,Ensemble du Québec,7064,2,92653,10,7066,92663,1.0691862798,0.0010776789,0.11982148949999999,7022.0,5.0,91275.0,92.0,9659.0
2021-01-11,Région,RSS99,Ensemble du Québec,7378,1,100031,11,7379,100042,1.1542291984,0.0012768152,0.1285249177,7260.0,17.0,98535.0,109.0,9385.0
2021-01-12,Région,RSS99,Ensemble du Québec,8010,4,108041,15,8014,108056,1.2473195667,0.0014642376000000002,0.1353775496,7947.0,16.0,106482.0,125.0,9069.0
2021-01-13,Région,RSS99,Ensemble du Québec,9161,6,117202,21,9167,117223,1.3546071825,0.0016750878,0.1436475634,9159.0,18.0,115641.0,143.0,9026.0
2021-01-14,Région,RSS99,Ensemble du Québec,11864,2,129066,23,11866,129089,1.4934989022999998,0.0018742241,0.1534052426,11857.0,17.0,127498.0,160.0,9037.0
2021-01-15,Région,RSS99,Ensemble du Québec,11195,6,140261,29,11201,140290,1.6262525381,0.0024833469,0.1619212484,11333.0,52.0,138831.0,212.0,9504.0
2021-01-16,Région,RSS99,Ensemble du Québec,8483,5,148744,34,8488,148778,1.7257855516999998,0.0032213227000000002,0.16892616100000002,8497.0,63.0,147328.0,275.0,9839.0
2021-01-17,Région,RSS99,Ensemble du Québec,7147,0,155891,34,7147,155925,1.8070800221,0.0033384617,0.1752282395,6940.0,10.0,154268.0,285.0,10171.0
2021-01-18,Région,RSS99,Ensemble du Québec,10636,11,166527,45,10647,166572,1.9284477465,0.0038421594,0.1848804936,10361.0,43.0,164629.0,328.0,10447.0
2021-01-19,Région,RSS99,Ensemble du Québec,10355,1,176882,46,10356,176928,2.0500028933000003,0.0041467208,0.19356049399999997,10377.0,26.0,175006.0,354.0,10553.0
2021-01-20,Région,RSS99,Ensemble du Québec,11489,3,188371,49,11492,188420,2.1875709423,0.0043692849,0.202404489,11744.0,19.0,186750.0,373.0,10558.0
