,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4037,5,4014,23,53,0,3977,7,196934.5,2049.92,3.56,26.91,3
02,02 - Saguenay-Lac-Saint-Jean,11126,2,10902,224,271,0,10847,8,277505,4009.30,2.88,97.66,2
03,03 - Capitale-Nationale,33475,26,33122,353,1119,0,32250,106,757803,4417.37,13.94,147.66,15
04,04 - Mauricie et Centre-du-Québec,16294,25,16052,242,562,0,15541,191,523331.5,3113.51,36.43,107.39,27
05,05 - Estrie,15684,29,15173,511,355,0,15117,212,494966.5,3168.70,42.68,71.72,17
06,06 - Montréal,139658,172,136722,2936,4776,0,132902,1980,2072060.5,6740.05,95.26,230.50,140
07,07 - Outaouais,13165,26,12718,447,215,0,12707,243,402744,3268.83,60.08,53.38,11
08,08 - Abitibi-Témiscamingue,1213,1,1180,33,9,0,1189,15,147637,821.61,10.16,6.10,1
09,09 - Côte-Nord,596,-1,577,19,4,0,588,4,89700.5,664.43,4.48,4.46,-1
10,10 - Nord-du-Québec,133,0,131,2,0,0,128,5,13521.5,983.62,37.08,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2091,1,2071,20,47,0,2038,6,89823,2327.91,6.69,52.33,0
12,12 - Chaudière-Appalaches,19688,44,19408,280,368,0,19114,206,431109.5,4566.82,47.70,85.36,14
13,13 - Laval,34231,65,32351,1880,925,2,32551,755,444658.5,7698.27,169.07,208.02,57
14,14 - Lanaudière,25411,42,24699,712,517,0,24428,466,522367,4864.59,88.82,98.97,38
15,15 - Laurentides,22480,63,21876,604,511,0,21484,485,630238,3566.91,76.56,81.08,43
16,16 - Montérégie,54262,97,52306,1956,1561,1,51799,902,1438226,3772.84,62.48,108.54,63
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,3,0,127,12,18507,767.28,64.42,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,712,3,707,5,0,0,690,22,.,.,.,.,2
999,Ensemble du Québec,394452,600,384202,10250,11296,3,377531,5625,8565469.5,4605.14,65.47,131.88,432

