group,1d,2d,3d,pop 2021
0-4,29524,10905,34,428991
5-11,440568,337378,29345,650347
12-17,532688,510154,120137,529446
18-29,1117787,1058822,452186,1216440
30-39,1025612,985389,519892,1118629
40-49,1030353,1005939,656929,1115327
50-59,1082559,1057068,805737,1155183
60-69,1118588,1106580,1003112,1168854
70-79,755764,754289,726305,783129
80 plus,401309,401745,391888,425520
Total 5+,7505228,7217364,4705531,8162875
Total,7534752,7228269,4705565,8591866
