group,1d,2d,3d,pop 2021
0-4,19714,3564,11,428991
5-11,438071,333092,8867,650347
12-17,532287,509380,105961,529446
18-29,1115541,1057095,442800,1216440
30-39,1023287,983787,510000,1118629
40-49,1029028,1004973,648124,1115327
50-59,1081655,1056377,797499,1155183
60-69,1117500,1105849,996324,1168854
70-79,755097,753900,722966,783129
80 plus,401078,401572,390349,425520
Total 5+,7493544,7206025,4622890,8162875
Total,7513258,7209589,4622901,8591866
