group,1d,2d,3d,pop 2021
0-4,31519,13903,39,428991
5-11,441354,338606,32867,650347
12-17,532862,510449,122722,529446
18-29,1118502,1059405,454581,1216440
30-39,1026413,985981,521881,1118629
40-49,1030830,1006286,658516,1115327
50-59,1082897,1057310,807061,1155183
60-69,1118952,1106811,1003987,1168854
70-79,755928,754410,726640,783129
80 plus,401325,401773,392044,425520
Total 5+,7509063,7221031,4720299,8162875
Total,7540582,7234934,4720338,8591866
