Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;29;315;234,6;8850;6592,4;5;n.p.;464;345,6
Anjou;11;175;408,9;3033;7087,1;< 5;n.p.;73;170,6
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;< 5;16;* 82,8;381;1971,6;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;32;569;341,7;10095;6062,3;< 5;n.p.;349;209,6
Côte-Saint-Luc;< 5;153;471,5;2376;7322,5;< 5;n.p.;110;339
Dollard-des-Ormeaux;6;108;220,9;2267;4636,1;< 5;n.p.;119;243,4
Dorval;< 5;21;* 110,6;677;3566,9;0;;67;353
Hampstead;< 5;18;* 258,1;336;4818,6;0;;5;n.p.
Kirkland;< 5;35;* 173,7;566;2808,8;< 5;n.p.;32;* 158,8
Lachine;9;72;161,8;2553;5738,5;< 5;n.p.;169;379,9
LaSalle;10;146;190;4624;6016,7;0;;234;304,5
L'Île-Bizard–Sainte-Geneviève;< 5;21;* 114;875;4752,1;< 5;n.p.;74;401,9
Mercier–Hochelaga-Maisonneuve;40;277;203,6;7517;5526,2;< 5;n.p.;440;323,5
Montréal Est;< 5;12;* 311,7;233;6051,9;< 5;n.p.;9;* 233,8
Montréal-Nord;17;244;289,7;8102;9618,4;< 5;n.p.;323;383,5
Montréal-Ouest;< 5;6;n.p.;131;2594,1;0;;< 5;n.p.
Mont-Royal;< 5;44;217;976;4813,6;0;;92;453,7
Outremont;7;42;175,3;1120;4675,6;0;;21;* 87,7
Pierrefonds–Roxboro;24;195;281,4;3444;4969,9;0;;79;114
Plateau Mont-Royal;14;147;141,3;3886;3736,5;0;;168;161,5
Pointe-Claire;< 5;43;137;894;2848,9;< 5;n.p.;52;165,7
Rivière-des-Prairies–Pointe-aux-Trembles;17;270;252,9;7892;7393,5;< 5;n.p.;307;287,6
Rosemont–La Petite Patrie;8;175;125,4;6107;4375;< 5;n.p.;316;226,4
Sainte-Anne-de-Bellevue;0;< 5;n.p.;118;2380;0;;12;* 242
Saint-Laurent;16;355;359,2;6601;6679,3;< 5;n.p.;147;148,7
Saint-Léonard;13;215;274,6;6705;8562,7;< 5;n.p.;128;163,5
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;9;91;116,4;3268;4181,6;0;;203;259,8
Verdun;10;115;166,1;2715;3921,8;0;;192;277,3
Ville-Marie;8;114;127,8;4044;4535,2;< 5;n.p.;115;129
Villeray–Saint-Michel–Parc-Extension;19;299;207,9;9327;6483,7;< 5;n.p.;182;126,5
Westmount;0;11;* 54,2;625;3077;0;;57;280,6
Territoire à confirmer;-1;28;;1719;;0;;25;
Total à Montréal;317;4334;209,8;112146;5429,1;38;1,8;4589;222,2
