group,1d,2d,3d,pop 2021
0-4,255,58,8,428991
5-11,422075,267268,147,650347
12-17,527878,496237,17371,529446
18-29,1106556,1041533,370970,1216440
30-39,1015106,969479,442610,1118629
40-49,1023638,994543,576304,1115327
50-59,1077831,1048311,728896,1155183
60-69,1113829,1099866,936853,1168854
70-79,752837,750618,690259,783129
80 plus,400095,399415,368832,425520
Total 5+,7439845,7067270,4132242,8162875
Total,7440100,7067328,4132250,8591866
