"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-04-11;23082195;18923834
2022-04-10;23082195;18898232
2022-04-09;23082195;18884647
2022-04-08;23082195;18853083
2022-04-07;23082195;18820386
2022-04-06;23082195;18784595
2022-04-05;23082195;18751893
