group,1d,2d,pop 2021
0-11,7800,137,1079338
12-17,508243,466875,529446
18-29,1066173,991314,1216440
30-39,981658,928461,1118629
40-49,1002586,967290,1115327
50-59,1062207,1028779,1155183
60-69,1103007,1087584,1168854
70-79,747801,745070,783129
80 plus,398003,396185,425520
Total 12+,6869678,6611558,7512528
Total,6877478,6611695,8591866
