CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;33;477;127,5;21800;5827;< 5;n.p.;890;237,9
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;24;441;116,9;25058;6644,4;< 5;n.p.;764;202,6
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;16;303;92,5;16035;4895,6;0;;647;197,5
CIUSSS du Nord-de-l'Île-de-Montréal ;40;850;188,9;35954;7991,6;7;n.p.;1113;247,4
CIUSSS de l'Est-de-l'Île-de-Montréal ;55;1146;213,4;43066;8020,1;6;n.p.;1357;252,7
Territoire à confirmer;< 5;70;;2477;;0;;26;
Total à Montréal;170;3287;159,1;144390;6990;16;* 0,8;4797;232,2
