No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,684,0,20742,3297.66,0.00
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,1361,n.d.,34840,3906.43,n.d.
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,401,n.d.,19055.5,2104.38,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,219,0,8507,2574.35,0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,843,n.d.,57728,1460.30,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,188,0,17948.5,1047.44,0.00
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,260,n.d.,20658.5,1258.56,n.d.
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,110,10,17455,630.19,57.48
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),4068,15,196934.5,2065.66,7.62
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,787,n.d.,31025,2536.66,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,1066,24,25019.5,4260.68,96.10
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2845,n.d.,52281,5441.75,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2494,10,67384,3701.18,14.85
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,3214,9,79237.5,4056.16,11.35
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,824,n.d.,22558,3652.81,n.d.
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),11248,50,277505,4053.26,18.03
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,2135,n.d.,55121,3873.30,n.d.
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,15031,91,321832.5,4670.44,28.20
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,15749,100,352784,4464.20,28.24
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,694,5,28065.5,2472.79,17.85
03,03 - Capitale-Nationale,,Total (incluant inconnus),33893,200,757803,4472.53,26.31
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,455,n.d.,15002,3032.93,n.d.
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,558,6,25591.5,2180.41,23.42
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,697,n.d.,22969.5,3034.46,n.d.
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1680,13,64680,2597.40,20.09
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,4496,49,143710,3128.52,34.03
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,1127,26,44674,2522.72,58.13
