Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;7;296;220,5;11499;8565,7;6;n.p.;486;362
Anjou;< 5;111;259,4;3816;8916,7;0;;78;182,3
Baie D'urfé;0;8;n.p.;106;2772,7;0;;< 5;n.p.
Beaconsfield;5;17;* 88;551;2851,4;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;8;191;114,7;12669;7608,1;0;;369;221,6
Côte-Saint-Luc;< 5;51;157,2;2988;9208,6;0;;119;366,7
Dollard-des-Ormeaux;5;55;112,5;3027;6190,3;0;;125;255,6
Dorval;< 5;17;* 89,6;878;4625,9;0;;68;358,3
Hampstead;0;12;* 172,1;446;6396,1;0;;6;n.p.
Kirkland;< 5;17;* 84,4;828;4109;0;;33;* 163,8
Lachine;7;81;182,1;3157;7096,1;0;;170;382,1
LaSalle;< 5;143;186,1;6109;7948,9;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;0;14;* 76;1140;6191,3;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;7;220;161,7;9596;7054,6;< 5;n.p.;450;330,8
Montréal Est;0;< 5;n.p.;300;7792,2;0;;9;* 233,8
Montréal-Nord;17;245;290,9;9896;11748,2;0;;336;398,9
Montréal-Ouest;7;23;* 455,4;229;4534,7;0;;< 5;n.p.
Mont-Royal;0;23;* 113,4;1190;5869;0;;93;458,7
Outremont;< 5;13;* 54,3;1325;5531,4;0;;29;* 121,1
Pierrefonds–Roxboro;6;89;128,4;4592;6626,5;0;;84;121,2
Plateau Mont-Royal;< 5;78;75;5168;4969,2;0;;172;165,4
Pointe-Claire;< 5;25;* 79,7;1156;3683,9;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;16;267;250,1;9872;9248,4;< 5;n.p.;317;297
Rosemont–La Petite Patrie;9;202;144,7;7720;5530,5;0;;324;232,1
Sainte-Anne-de-Bellevue;0;8;n.p.;178;3590,2;< 5;n.p.;13;* 262,2
Saint-Laurent;13;215;217,5;9032;9139,1;< 5;n.p.;157;158,9
Saint-Léonard;14;245;312,9;8535;10899,7;< 5;n.p.;146;186,5
Senneville;0;< 5;n.p.;31;* 3365,9;0;;0;
Sud-Ouest;10;120;153,5;4441;5682,6;0;;206;263,6
Verdun;< 5;59;85,2;3395;4904;0;;198;286
Ville-Marie;< 5;92;103,2;5428;6087,2;0;;126;141,3
Villeray–Saint-Michel–Parc-Extension;9;255;177,3;12136;8436,4;< 5;n.p.;202;140,4
Westmount;< 5;23;* 113,2;812;3997,6;0;;57;280,6
Territoire à confirmer;< 5;66;;2144;;0;;25;
Total à Montréal;170;3287;159,1;144390;6990;16;*0,8;4797;232,2
