,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3989,0,3963,26,53,0,3932,4,196934.5,2025.55,2.03,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11073,-2,10850,223,271,0,10785,17,277505,3990.20,6.13,97.66,-1
03,03 - Capitale-Nationale,33115,16,32762,353,1119,0,31880,116,757803,4369.87,15.26,147.66,20
04,04 - Mauricie et Centre-du-Québec,15727,18,15487,240,525,0,15068,134,523331.5,3005.17,25.56,100.32,25
05,05 - Estrie,15171,21,14654,517,352,0,14642,177,494966.5,3065.06,35.63,71.12,10
06,06 - Montréal,135374,125,132446,2928,4774,0,129528,1072,2072060.5,6533.30,51.58,230.40,84
07,07 - Outaouais,12699,7,12252,447,215,0,12425,59,402744,3153.12,14.59,53.38,9
08,08 - Abitibi-Témiscamingue,1189,1,1156,33,9,0,1153,27,147637,805.35,18.29,6.10,2
09,09 - Côte-Nord,590,1,571,19,4,0,585,1,89700.5,657.74,1.12,4.46,2
10,10 - Nord-du-Québec,113,0,111,2,0,0,110,3,13521.5,835.71,22.25,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2081,1,2061,20,47,0,2027,7,89823,2316.78,7.81,52.33,0
12,12 - Chaudière-Appalaches,19371,4,19089,282,367,0,18966,38,431109.5,4493.29,8.80,85.13,5
13,13 - Laval,32744,43,30892,1852,917,0,31380,447,444658.5,7363.85,100.10,206.23,34
14,14 - Lanaudière,24504,26,23791,713,517,0,23765,222,522367,4690.95,42.31,98.97,14
15,15 - Laurentides,21448,27,20844,604,510,0,20760,178,630238,3403.16,28.10,80.92,29
16,16 - Montérégie,52369,36,50402,1967,1559,0,50360,450,1438226,3641.22,31.17,108.40,35
17,17 - Nunavik,49,0,47,2,0,0,49,0,14336.5,341.78,0.00,0.00,1
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,590,-1,585,5,0,0,571,19,.,.,.,.,7
999,Ensemble du Québec,382319,323,372085,10234,11242,0,368106,2971,8565469.5,4463.49,34.58,131.25,276

