Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3797,      2365,       62.3,       761,       20.0,       671,       17.7,        51,n.d.,n.d.,n.d.,n.d.,        44,       86.3
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10718,      5563,       51.9,      2415,       22.5,      2740,       25.6,       268,        13,        4.9,        21,        7.8,       234,       87.3
Région,RSS03,03 - Capitale-Nationale,     30886,     17866,       57.8,      6101,       19.8,      6919,       22.4,      1099,        32,        2.9,        97,        8.8,       970,       88.3
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14521,      8308,       57.2,      2859,       19.7,      3354,       23.1,       516,        16,        3.1,        29,        5.6,       471,       91.3
Région,RSS05,05 - Estrie,     14064,      8272,       58.8,      2750,       19.6,      3042,       21.6,       346,        11,        3.2,        30,        8.7,       305,       88.2
Région,RSS06,06 - Montréal,    114552,     66193,       57.8,     21053,       18.4,     27306,       23.8,      4662,       146,        3.1,       269,        5.8,      4247,       91.1
Région,RSS07,07 - Outaouais,     10964,      6955,       63.4,      1881,       17.2,      2128,       19.4,       210,         6,        2.9,        19,        9.0,       185,       88.1
Région,RSS08,08 - Abitibi-Témiscamingue,      1092,       650,       59.5,       251,       23.0,       191,       17.5,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       540,       358,       66.3,       100,       18.5,        82,       15.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1989,      1028,       51.7,       412,       20.7,       549,       27.6,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     18631,     11317,       60.7,      3641,       19.5,      3673,       19.7,       356,        10,        2.8,        33,        9.3,       313,       87.9
Région,RSS13,13 - Laval,     29676,     18127,       61.1,      5977,       20.1,      5572,       18.8,       900,        16,        1.8,        62,        6.9,       822,       91.3
Région,RSS14,14 - Lanaudière,     23074,     13799,       59.8,      4760,       20.6,      4515,       19.6,       512,        21,        4.1,        31,        6.1,       460,       89.8
Région,RSS15,15 - Laurentides,     20118,     12087,       60.1,      3987,       19.8,      4044,       20.1,       502,        25,        5.0,        37,        7.4,       440,       87.6
Région,RSS16,16 - Montérégie,     48155,     27742,       57.6,      9635,       20.0,     10778,       22.4,      1539,        51,        3.3,       103,        6.7,      1385,       90.0
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    343066,    200801,       58.5,     66629,       19.4,     75636,       22.0,     11021,       353,        3.2,       743,        6.7,      9925,       90.1
Groupe d'âge,0_9,Moins de 10 ans,     28467,     24256,       85.2,      3437,       12.1,       774,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     43263,     35798,       82.7,      6248,       14.4,      1217,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     48567,     39174,       80.7,      7052,       14.5,      2341,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     46777,     32650,       69.8,      9843,       21.0,      4284,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     51790,     32476,       62.7,     12409,       24.0,      6905,       13.3,        46,        13,       28.3,        10,       21.7,        23,       50.0
Groupe d'âge,50_59,50-59 ans,     46836,     23445,       50.1,     13361,       28.5,     10030,       21.4,       201,        33,       16.4,        31,       15.4,       137,       68.2
Groupe d'âge,60_69,60-69 ans,     28872,      9677,       33.5,      8117,       28.1,     11078,       38.4,       694,        61,        8.8,        79,       11.4,       554,       79.8
Groupe d'âge,70_79,70-79 ans,     18283,      2285,       12.5,      3499,       19.1,     12499,       68.4,      2147,        78,        3.6,       193,        9.0,      1876,       87.4
Groupe d'âge,80_89,80-89 ans,     18998,       757,        4.0,      1897,       10.0,     16344,       86.0,      4328,        82,        1.9,       260,        6.0,      3986,       92.1
Groupe d'âge,90_,90 ans et plus,     11213,       283,        2.5,       766,        6.8,     10164,       90.6,      3578,        78,        2.2,       167,        4.7,      3333,       93.2
