"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-02-22;23074695;18354449
2022-02-21;23074695;18341780
2022-02-20;23074695;18326657
2022-02-19;23074695;18315221
2022-02-18;23074695;18296128
2022-02-17;23074695;18278501
2022-02-16;23074695;18260888
