date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,293,0,0,0,293,0,0,0,293,293,0.0026404652,0.0,0.0004979825,228.0,0.0,228.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1175,0,0,0,1468,0,0,0,1175,1468,0.0154142948,0.0,0.0015865953,1103.0,0.0,1331.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,949,0,0,0,2417,0,0,0,949,2417,0.026647853,0.0,0.0023856835,970.0,0.0,2301.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,904,0,0,0,3321,0,0,0,904,3321,0.0374181716,0.0,0.0030573808,930.0,0.0,3231.0,0.0,697.0
2020-12-18,Région,RSS99,Ensemble du Québec,725,0,0,0,4046,0,0,0,725,4046,0.0462544653,0.0,0.0040417647,763.0,0.0,3994.0,0.0,728.0
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4764,0,0,0,718,4764,0.0546391005,0.0,0.004771367,724.0,0.0,4718.0,0.0,849.0
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4878,0,0,0,114,4878,0.0561330479,0.0,0.0049450818,129.0,0.0,4847.0,0.0,1251.0
2020-12-21,Région,RSS99,Ensemble du Québec,510,0,0,0,5388,0,0,0,510,5388,0.0619119609,0.0,0.0059063038,499.0,0.0,5346.0,0.0,1554.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,0,0,7413,0,0,0,2025,7413,0.082699834,0.0,0.0092647903,1795.0,0.0,7141.0,0.0,1450.0
2020-12-23,Région,RSS99,Ensemble du Québec,3759,0,0,0,11172,0,0,0,3759,11172,0.1251209924,0.0,0.0137350516,3663.0,0.0,10804.0,0.0,1795.0
2020-12-24,Région,RSS99,Ensemble du Québec,3025,0,0,0,14197,0,0,0,3025,14197,0.1588564099,0.0,0.0164797457,2913.0,0.0,13717.0,0.0,2105.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,0,14197,0,0,0,0,14197,0.1589953817,0.0,0.0164797457,12.0,0.0,13729.0,0.0,2391.0
2020-12-26,Région,RSS99,Ensemble du Québec,3131,0,0,0,17328,0,0,0,3131,17328,0.1945837573,0.0,0.0198613941,3073.0,0.0,16802.0,0.0,2439.0
2020-12-27,Région,RSS99,Ensemble du Québec,2284,0,0,0,19612,0,0,0,2284,19612,0.2212895152,0.0,0.0224555354,2306.0,0.0,19108.0,0.0,2340.0
2020-12-28,Région,RSS99,Ensemble du Québec,2513,1,0,0,22125,1,0,0,2514,22126,0.2508210341,0.0,0.0258487648,2550.0,0.0,21658.0,0.0,1957.0
2020-12-29,Région,RSS99,Ensemble du Québec,2359,0,0,0,24484,1,0,0,2359,24485,0.2791481303,0.0,0.0286050399,2446.0,0.0,24104.0,0.0,1958.0
2020-12-30,Région,RSS99,Ensemble du Québec,3064,0,0,0,27548,1,0,0,3064,27549,0.3155240131,0.0,0.0323688609,3141.0,0.0,27245.0,0.0,1602.0
2020-12-31,Région,RSS99,Ensemble du Québec,345,0,0,0,27893,1,0,0,345,27894,0.3202027321,0.0,0.0325194138,404.0,0.0,27649.0,0.0,1496.0
2021-01-01,Région,RSS99,Ensemble du Québec,9,0,0,0,27902,1,0,0,9,27903,0.3211060492,0.0,0.0325425758,78.0,0.0,27727.0,0.0,1534.0
2021-01-02,Région,RSS99,Ensemble du Québec,636,0,0,0,28538,1,0,0,636,28539,0.3292474836,0.0,0.0333300829,703.0,0.0,28430.0,0.0,2050.0
2021-01-03,Région,RSS99,Ensemble du Québec,1543,0,0,0,30081,1,0,0,1543,30082,0.3481129128,0.0,0.0348356114,1629.0,0.0,30059.0,0.0,3149.0
2021-01-04,Région,RSS99,Ensemble du Québec,2781,0,0,0,32862,1,0,0,2781,32863,0.3803080589,1.1581e-05,0.0386804993,2780.0,1.0,32839.0,1.0,5068.0
2021-01-05,Région,RSS99,Ensemble du Québec,5973,1,0,0,38835,2,0,0,5974,38837,0.4456943161,0.0001042289,0.0479800325,5646.0,8.0,38485.0,9.0,6981.0
2021-01-06,Région,RSS99,Ensemble du Québec,10755,1,0,0,49590,3,0,0,10756,49593,0.5629981417,0.0003474296,0.0601632317,10129.0,21.0,48614.0,30.0,8145.0
2021-01-07,Région,RSS99,Ensemble du Québec,13773,1,0,0,63363,4,0,0,13774,63367,0.7066718766,0.0006601163,0.079862492,12406.0,27.0,61020.0,57.0,8937.0
2021-01-08,Région,RSS99,Ensemble du Québec,13400,2,0,0,76763,6,0,0,13402,76769,0.8506467171,0.000984384,0.0960642939,12432.0,28.0,73452.0,85.0,9594.0
2021-01-09,Région,RSS99,Ensemble du Québec,8786,1,0,0,85549,7,0,0,8787,85556,0.9478459478,0.0011117748,0.105491218,8393.0,11.0,81845.0,96.0,9881.0
2021-01-10,Région,RSS99,Ensemble du Québec,7086,2,0,0,92635,9,0,0,7088,92644,1.0276505349,0.0011696798,0.1117333705,6891.0,5.0,88736.0,101.0,9656.0
2021-01-11,Région,RSS99,Ensemble du Québec,7376,1,0,0,100011,10,0,0,7377,100021,1.1091112032,0.0014244615,0.1198400619,7034.0,22.0,95770.0,123.0,9383.0
2021-01-12,Région,RSS99,Ensemble du Québec,7980,4,0,0,107991,14,0,0,7984,108005,1.1985627531,0.0016329193,0.1262096052,7724.0,18.0,103494.0,141.0,9069.0
2021-01-13,Région,RSS99,Ensemble du Québec,9176,5,0,0,117167,19,0,0,9181,117186,1.3025252807,0.0018529581,0.1339457051,8977.0,19.0,112471.0,160.0,9022.0
2021-01-14,Région,RSS99,Ensemble du Québec,11858,2,0,0,129025,21,0,0,11860,129046,1.437235331,0.0020614158,0.1432684003,11632.0,18.0,124103.0,178.0,9029.0
2021-01-15,Région,RSS99,Ensemble du Québec,11201,6,0,0,140226,27,0,0,11207,140253,1.567498282,0.0027331131,0.1516067115,11248.0,58.0,135351.0,236.0,9496.0
2021-01-16,Région,RSS99,Ensemble du Québec,8450,5,0,0,148676,32,0,0,8455,148708,1.6639563295,0.0035785252,0.1583468464,8329.0,73.0,143680.0,309.0,9835.0
2021-01-17,Région,RSS99,Ensemble du Québec,7139,1,0,0,155815,33,0,0,7140,155848,1.7416068528,0.0037059161,0.1641489213,6705.0,11.0,150385.0,320.0,10163.0
2021-01-18,Région,RSS99,Ensemble du Québec,10637,10,0,0,166452,43,0,0,10647,166495,1.8563744421,0.0042733845,0.1731473488,9910.0,49.0,160295.0,369.0,10440.0
2021-01-19,Région,RSS99,Ensemble du Québec,10353,2,0,0,176805,45,0,0,10355,176850,1.9734929718,0.0046787191,0.1813466882,10113.0,35.0,170408.0,404.0,10543.0
2021-01-20,Région,RSS99,Ensemble du Québec,11474,3,0,0,188279,48,0,0,11477,188327,2.1057015288,0.0050029867,0.1896039325,11416.0,28.0,181824.0,432.0,10550.0
2021-01-21,Région,RSS99,Ensemble du Québec,13789,12,0,0,202068,60,0,0,13801,202128,2.2674068616,0.0059642087,0.1989034657,13963.0,83.0,195787.0,515.0,9828.0
2021-01-22,Région,RSS99,Ensemble du Québec,11917,6,0,0,213985,66,0,0,11923,214051,2.4044331095,0.0067053919,0.2069059283,11832.0,64.0,207619.0,579.0,8949.0
2021-01-23,Région,RSS99,Ensemble du Québec,8504,4,0,0,222489,70,0,0,8508,222559,2.5028599249,0.0068675258,0.2125921933,8499.0,14.0,216118.0,593.0,8059.0
2021-01-24,Région,RSS99,Ensemble du Québec,2084,3,0,0,224573,73,0,0,2087,224646,2.5268094077,0.0070991455,0.2139703309,2068.0,20.0,218186.0,613.0,6960.0
2021-01-25,Région,RSS99,Ensemble du Québec,4489,5,0,0,229062,78,0,0,4494,229140,2.5781363457,0.007608709,0.2176183421,4432.0,44.0,222618.0,657.0,5472.0
2021-01-26,Région,RSS99,Ensemble du Québec,4090,31,0,0,233152,109,0,0,4121,233261,2.626417484,0.0093921811,0.2218106597,4169.0,154.0,226787.0,811.0,4096.0
2021-01-27,Région,RSS99,Ensemble du Québec,3770,15,0,0,236922,124,0,0,3785,237046,2.6705178856,0.0112451392,0.2262809209,3808.0,160.0,230595.0,971.0,2967.0
2021-01-28,Région,RSS99,Ensemble du Québec,3341,48,0,0,240263,172,0,0,3389,240435,2.7093489377,0.0136192417,0.2312954887,3353.0,205.0,233948.0,1176.0,2782.0
2021-01-29,Région,RSS99,Ensemble du Québec,2263,27,0,0,242526,199,0,0,2290,242725,2.7357999139,0.0155069427,0.2340865067,2284.0,163.0,236232.0,1339.0,2202.0
2021-01-30,Région,RSS99,Ensemble du Québec,554,51,0,0,243080,250,0,0,605,243330,2.7431654221,0.0173599007,0.2361710845,636.0,160.0,236868.0,1499.0,1718.0
2021-01-31,Région,RSS99,Ensemble du Québec,774,19,0,0,243854,269,0,0,793,244123,2.7528587089,0.0190738869,0.2380472046,837.0,148.0,237705.0,1647.0,1605.0
2021-02-01,Région,RSS99,Ensemble du Québec,392,38,0,0,244246,307,0,0,430,244553,2.7591587663,0.0208110351,0.2399117436,544.0,150.0,238249.0,1797.0,1855.0
2021-02-02,Région,RSS99,Ensemble du Québec,651,80,0,0,244897,387,0,0,731,245284,2.7684814615,0.0241116166,0.2434902688,805.0,285.0,239054.0,2082.0,2254.0
2021-02-03,Région,RSS99,Ensemble du Québec,2936,63,0,0,247833,450,0,0,2999,248283,2.8034792067,0.0268099868,0.2488985902,3022.0,233.0,242076.0,2315.0,2634.0
2021-02-04,Région,RSS99,Ensemble du Québec,5073,65,0,0,252906,515,0,0,5138,253421,2.863063389,0.029496776,0.2554418483,5145.0,232.0,247221.0,2547.0,2854.0
2021-02-05,Région,RSS99,Ensemble du Québec,5030,55,0,0,257936,570,0,0,5085,258506,2.9213968246,0.0325657377,0.2618113916,5037.0,265.0,252258.0,2812.0,3292.0
2021-02-06,Région,RSS99,Ensemble du Québec,3241,18,0,0,261177,588,0,0,3259,261765,2.9595214365,0.0346618965,0.2658184134,3292.0,181.0,255550.0,2993.0,3710.0
2021-02-07,Région,RSS99,Ensemble du Québec,2322,11,0,0,263499,599,0,0,2333,264098,2.9873968742,0.0357852524,0.2683314877,2407.0,97.0,257957.0,3090.0,4126.0
2021-02-08,Région,RSS99,Ensemble du Québec,3463,35,0,0,266962,634,0,0,3498,267596,3.0277450358,0.0395722354,0.2735081893,3484.0,327.0,261441.0,3417.0,4809.0
2021-02-09,Région,RSS99,Ensemble du Québec,3585,72,0,0,270547,706,0,0,3657,271253,3.0701198702,0.0450152996,0.2793565881,3659.0,470.0,265100.0,3887.0,5552.0
2021-02-10,Région,RSS99,Ensemble du Québec,5772,137,2,0,276319,843,2,0,5911,277164,3.1375791242,0.0532957059,0.2885518924,5825.0,715.0,270925.0,4602.0,5324.0
2021-02-11,Région,RSS99,Ensemble du Québec,9770,147,0,0,286089,990,2,0,9917,287081,3.2467067724,0.0630468977,0.3025069828,9423.0,842.0,280348.0,5444.0,5125.0
