"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-09-28;24898405;21242657
2022-09-27;24893405;21217671
2022-09-26;24893405;21194033
2022-09-25;24893405;21179028
2022-09-24;24893405;21169853
2022-09-23;24893405;21151045
2022-09-22;24893405;21127966
