group,1d,2d,3d,pop 2021
0-4,30530,11916,35,428991
5-11,440976,337898,31460,650347
12-17,532777,510280,121717,529446
18-29,1118167,1059103,453469,1216440
30-39,1026064,985672,520950,1118629
40-49,1030596,1006104,657745,1115327
50-59,1082754,1057186,806480,1155183
60-69,1118785,1106692,1003585,1168854
70-79,755858,754356,726479,783129
80 plus,401310,401754,391959,425520
Total 5+,7507287,7219045,4713844,8162875
Total,7537817,7230961,4713879,8591866
