Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-07-12;11494111;9555986
2021-07-11;11201269;9469346
2021-07-10;11201269;9403082
2021-07-09;11201269;9319172
2021-07-08;11201269;9205462
2021-07-07;11201269;9084549
2021-07-06;11201269;8970498
