"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-08-25;23537405;20659951
2022-08-24;23537405;20637005
2022-08-23;23537405;20611853
2022-08-22;23537405;20588361
2022-08-21;23537405;20570791
2022-08-20;23537405;20565724
2022-08-19;23537405;20553960
