Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;91;890;663;5750;4283,2;6;n.p.;388;289
Anjou;37;308;719,7;1849;4320,5;< 5;n.p.;55;128,5
Baie D'urfé;0;< 5;n.p.;57;1491;0;;< 5;n.p.
Beaconsfield;< 5;49;253,6;250;1293,7;< 5;n.p.;11;* 56,9
Côte-des-Neiges–Notre-Dame-de-Grâce;66;998;599,3;6522;3916,6;11;*6,6;312;187,4
Côte-Saint-Luc;25;206;634,9;1618;4986,4;< 5;n.p.;96;295,9
Dollard-des-Ormeaux;33;288;589;1463;2991,9;< 5;n.p.;102;208,6
Dorval;< 5;83;437,3;500;2634,4;< 5;n.p.;65;342,5
Hampstead;< 5;28;* 401,5;209;2997,3;0;;< 5;n.p.
Kirkland;12;74;367,2;409;2029,7;< 5;n.p.;30;* 148,9
Lachine;22;218;490;1660;3731,3;< 5;n.p.;123;276,5
LaSalle;36;433;563,4;3173;4128,7;< 5;n.p.;193;251,1
L'Île-Bizard–Sainte-Geneviève;21;185;1004,7;615;3340;6;n.p.;61;331,3
Mercier–Hochelaga-Maisonneuve;61;684;502,9;5118;3762,6;< 5;n.p.;392;288,2
Montréal Est;7;34;* 883,1;144;3740,3;< 5;n.p.;5;n.p.
Montréal-Nord;96;784;930,7;5657;6715,8;12;*14,2;268;318,2
Montréal-Ouest;0;17;* 336,6;87;1722,8;0;;< 5;n.p.
Mont-Royal;5;87;429,1;724;3570,7;0;;91;448,8
Outremont;11;164;684,6;855;3569,3;< 5;n.p.;17;* 71
Pierrefonds–Roxboro;28;470;678,2;2198;3171,9;< 5;n.p.;67;96,7
Plateau Mont-Royal;42;390;375;2660;2557,7;< 5;n.p.;136;130,8
Pointe-Claire;< 5;124;395,2;654;2084,1;6;n.p.;43;137
Rivière-des-Prairies–Pointe-aux-Trembles;68;757;709,2;5165;4838,7;6;n.p.;267;250,1
Rosemont–La Petite Patrie;89;630;451,3;4388;3143,5;8;n.p.;273;195,6
Sainte-Anne-de-Bellevue;< 5;12;* 242;83;1674,1;< 5;n.p.;12;* 242
Saint-Laurent;71;718;726,5;4006;4053,5;< 5;n.p.;115;116,4
Saint-Léonard;97;887;1132,8;4115;5255,1;7;n.p.;70;89,4
Senneville;0;0;;19;* 2063;0;;0;
Sud-Ouest;17;287;367,2;2383;3049,2;< 5;n.p.;187;239,3
Verdun;19;218;314,9;1925;2780,6;< 5;n.p.;176;254,2
Ville-Marie;51;452;506,9;2838;3182,7;< 5;n.p.;94;105,4
Villeray–Saint-Michel–Parc-Extension;104;1003;697,2;6197;4307,9;< 5;n.p.;139;96,6
Westmount;8;46;226,5;474;2333,6;< 5;n.p.;52;256
Territoire à confirmer;< 5;228;;1425;;< 5;;48;
Total à Montréal;1128;11755;569,1;75190;3640;110;5,3;3895;188,6
