Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-30;5887119;5583075
2021-05-29;5887119;5505580
2021-05-28;5887119;5409284
2021-05-27;5887119;5312458
2021-05-26;5877419;5209100
2021-05-25;5877419;5120864
2021-05-24;5829449;5060731
