Date;Nouveaux cas;Cumulatif de cas;
2020-01-08;0;0;
2020-02-25;1;1;
2020-02-26;0;1;
2020-02-27;0;1;
2020-02-28;0;1;
2020-02-29;0;1;
2020-03-01;1;2;
2020-03-02;2;4;
2020-03-03;0;4;
2020-03-04;0;4;
2020-03-05;0;4;
2020-03-06;0;4;
2020-03-07;0;4;
2020-03-08;1;5;
2020-03-09;1;6;
2020-03-10;2;8;
2020-03-11;3;11;
2020-03-12;3;14;
2020-03-13;2;16;
2020-03-14;5;21;
2020-03-15;6;27;
2020-03-16;5;32;
2020-03-17;7;39;
2020-03-18;6;45;
2020-03-19;36;81;
2020-03-20;49;130;
2020-03-21;92;222;
2020-03-22;88;310;
2020-03-23;133;443;
2020-03-24;144;587;
2020-03-25;188;775;
2020-03-26;180;955;
2020-03-27;242;1197;
2020-03-28;199;1396;
2020-03-29;260;1656;
2020-03-30;265;1921;
2020-03-31;331;2252;
2020-04-01;304;2556;
2020-04-02;409;2965;
2020-04-03;349;3314;
2020-04-04;339;3653;
2020-04-05;261;3914;
2020-04-06;458;4372;
2020-04-07;422;4794;
2020-04-08;374;5168;
2020-04-09;351;5519;
2020-04-10;306;5825;
2020-04-11;261;6086;
2020-04-12;331;6417;
2020-04-13;543;6960;
2020-04-14;468;7428;
2020-04-15;614;8042;
2020-04-16;497;8539;
2020-04-17;571;9110;
2020-04-18;331;9441;
2020-04-19;432;9873;
2020-04-20;483;10356;
2020-04-21;457;10813;
2020-04-22;532;11345;
2020-04-23;527;11872;
2020-04-24;495;12367;
2020-04-25;311;12678;
2020-04-26;283;12961;
2020-04-27;461;13422;
2020-04-28;472;13894;
2020-04-29;520;14414;
2020-04-30;588;15002;
2020-05-01;616;15618;
2020-05-02;525;16143;
2020-05-03;351;16494;
2020-05-04;421;16915;
2020-05-05;470;17385;
2020-05-06;568;17953;
2020-05-07;428;18381;
2020-05-08;433;18814;
2020-05-09;312;19126;
2020-05-10;299;19425;
2020-05-11;366;19791;
2020-05-12;426;20217;
2020-05-13;400;20617;
2020-05-14;354;20971;
2020-05-15;348;21319;
2020-05-16;270;21589;
2020-05-17;343;21932;
2020-05-18;333;22265;
2020-05-19;320;22585;
2020-05-20;409;22994;
2020-05-21;381;23375;
2020-05-22;257;23632;
2020-05-23;216;23848;
2020-05-24;215;24063;
2020-05-25;205;24268;
2020-05-26;240;24508;
2020-05-27;254;24762;
2020-05-28;193;24955;
2020-05-29;193;25148;
2020-05-30;205;25353;
2020-05-31;140;25493;
2020-06-01;156;25649;
2020-06-02;98;25747;
2020-06-03;114;25861;
2020-06-04;129;25990;
2020-06-05;113;26103;
2020-06-06;105;26208;
2020-06-07;76;26284;
2020-06-08;51;26335;
2020-06-09;78;26413;
2020-06-10;67;26480;
2020-06-11;67;26547;
2020-06-12;72;26619;
2020-06-13;66;26685;
2020-06-14;28;26713;
2020-06-15;56;26769;
2020-06-16;74;26843;
2020-06-17;52;26895;
2020-06-18;48;26943;
2020-06-19;65;27008;
2020-06-20;33;27041;
2020-06-21;26;27067;
2020-06-22;40;27107;
2020-06-23;38;27145;
2020-06-24;29;27174;
2020-06-25;46;27220;
2020-06-26;42;27262;
2020-06-27;30;27292;
2020-06-28;18;27310;
2020-06-29;16;27326;
2020-06-30;40;27366;
2020-07-01;24;27390;
2020-07-02;16;27406;
2020-07-03;17;27423;
2020-07-04;16;27439;
2020-07-05;7;27446;
2020-07-06;15;27461;
2020-07-07;21;27482;
2020-07-08;33;27515;
2020-07-09;52;27567;
2020-07-10;50;27617;
2020-07-11;22;27639;
2020-07-12;13;27652;
2020-07-13;75;27727;
2020-07-14;67;27794;
2020-07-15;69;27863;
2020-07-16;65;27928;
2020-07-17;100;28028;
2020-07-18;98;28126;
2020-07-19;54;28180;
2020-07-20;38;28218;
2020-07-21;65;28283;
2020-07-22;77;28360;
2020-07-23;92;28452;
2020-07-24;69;28521;
2020-07-25;35;28556;
2020-07-26;52;28608;
2020-07-27;34;28642;
2020-07-28;38;28680;
2020-07-29;71;28751;
2020-07-30;59;28810;
2020-07-31;58;28868;
2020-08-01;51;28919;
2020-08-02;30;28949;
2020-08-03;46;28995;
2020-08-04;65;29060;
2020-08-05;46;29106;
2020-08-06;21;29127;
2020-08-07;46;29173;
2020-08-08;35;29208;
2020-08-09;38;29246;
2020-08-10;34;29280;
2020-08-11;36;29316;
2020-08-12;35;29351;
2020-08-13;38;29389;
2020-08-14;31;29420;
2020-08-15;14;29434;
2020-08-16;13;29447;
2020-08-17;17;29464;
2020-08-18;17;29481;
2020-08-19;22;29503;
2020-08-20;35;29538;
2020-08-21;33;29571;
2020-08-22;20;29591;
2020-08-23;23;29614;
2020-08-24;9;29623;
2020-08-25;28;29651;
2020-08-26;42;29693;
2020-08-27;43;29736;
2020-08-28;26;29762;
2020-08-29;55;29817;
2020-08-30;14;29831;
2020-08-31;32;29863;
2020-09-01;36;29899;
2020-09-02;36;29935;
2020-09-03;72;30007;
2020-09-04;49;30056;
2020-09-05;67;30123;
2020-09-06;59;30182;
2020-09-07;50;30232;
2020-09-08;72;30304;
2020-09-09;70;30374;
2020-09-10;90;30464;
2020-09-11;109;30573;
2020-09-12;72;30645;
2020-09-13;100;30745;
2020-09-14;74;30819;
2020-09-15;94;30913;
2020-09-16;83;30996;
2020-09-17;74;31070;
2020-09-18;203;31273;
2020-09-19;141;31414;
2020-09-20;213;31627;
2020-09-21;140;31767;
2020-09-22;170;31937;
2020-09-23;258;32195;
2020-09-24;238;32433;
2020-09-25;287;32720;
2020-09-26;350;33070;
2020-09-27;277;33347;
2020-09-28;283;33630;
2020-09-29;355;33985;
2020-09-30;321;34306;
2020-10-01;317;34623;
2020-10-02;419;35042;
2020-10-03;375;35417;
2020-10-04;302;35719;
2020-10-05;283;36002;
2020-10-06;257;36259;
2020-10-07;304;36563;
2020-10-08;347;36910;
2020-10-09;287;37197;
2020-10-10;197;37394;
2020-10-11;335;37729;
2020-10-12;275;38004;
2020-10-13;203;38207;
2020-10-14;277;38484;
2020-10-15;259;38743;
2020-10-16;264;39007;
