Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-25;5829449;5111646
2021-05-24;5829449;5052882
2021-05-23;5829449;5000569
2021-05-22;5829449;4931951
2021-05-21;5828149;4846817
2021-05-20;5595489;4750592
2021-05-19;5184819;4641418
