Date;Nouveaux cas;Cumulatif de cas;
2020-02-25;1;1;
2020-02-26;0;1;
2020-02-27;0;1;
2020-02-28;0;1;
2020-02-29;0;1;
2020-03-01;1;2;
2020-03-02;2;4;
2020-03-03;0;4;
2020-03-04;0;4;
2020-03-05;0;4;
2020-03-06;0;4;
2020-03-07;0;4;
2020-03-08;1;5;
2020-03-09;1;6;
2020-03-10;2;8;
2020-03-11;3;11;
2020-03-12;3;14;
2020-03-13;2;16;
2020-03-14;5;21;
2020-03-15;6;27;
2020-03-16;5;32;
2020-03-17;7;39;
2020-03-18;6;45;
2020-03-19;35;80;
2020-03-20;49;129;
2020-03-21;91;220;
2020-03-22;88;308;
2020-03-23;132;440;
2020-03-24;145;585;
2020-03-25;184;769;
2020-03-26;179;948;
2020-03-27;239;1187;
2020-03-28;198;1385;
2020-03-29;258;1643;
2020-03-30;264;1907;
2020-03-31;329;2236;
2020-04-01;303;2539;
2020-04-02;407;2946;
2020-04-03;347;3293;
2020-04-04;340;3633;
2020-04-05;258;3891;
2020-04-06;455;4346;
2020-04-07;421;4767;
2020-04-08;372;5139;
2020-04-09;350;5489;
2020-04-10;305;5794;
2020-04-11;261;6055;
2020-04-12;327;6382;
2020-04-13;542;6924;
2020-04-14;468;7392;
2020-04-15;610;8002;
2020-04-16;496;8498;
2020-04-17;568;9066;
2020-04-18;330;9396;
2020-04-19;427;9823;
2020-04-20;480;10303;
2020-04-21;456;10759;
2020-04-22;529;11288;
2020-04-23;524;11812;
2020-04-24;491;12303;
2020-04-25;312;12615;
2020-04-26;282;12897;
2020-04-27;461;13358;
2020-04-28;470;13828;
2020-04-29;517;14345;
2020-04-30;587;14932;
2020-05-01;613;15545;
2020-05-02;525;16070;
2020-05-03;344;16414;
2020-05-04;419;16833;
2020-05-05;466;17299;
2020-05-06;568;17867;
2020-05-07;429;18296;
2020-05-08;427;18723;
2020-05-09;311;19034;
2020-05-10;297;19331;
2020-05-11;362;19693;
2020-05-12;426;20119;
2020-05-13;398;20517;
2020-05-14;352;20869;
2020-05-15;341;21210;
2020-05-16;271;21481;
2020-05-17;341;21822;
2020-05-18;330;22152;
2020-05-19;319;22471;
2020-05-20;405;22876;
2020-05-21;376;23252;
2020-05-22;256;23508;
2020-05-23;216;23724;
2020-05-24;216;23940;
2020-05-25;203;24143;
2020-05-26;239;24382;
2020-05-27;252;24634;
2020-05-28;193;24827;
2020-05-29;192;25019;
2020-05-30;205;25224;
2020-05-31;140;25364;
2020-06-01;155;25519;
2020-06-02;97;25616;
2020-06-03;114;25730;
2020-06-04;125;25855;
2020-06-05;109;25964;
2020-06-06;105;26069;
2020-06-07;75;26144;
2020-06-08;51;26195;
2020-06-09;78;26273;
2020-06-10;67;26340;
2020-06-11;66;26406;
2020-06-12;71;26477;
2020-06-13;65;26542;
2020-06-14;28;26570;
2020-06-15;56;26626;
2020-06-16;74;26700;
2020-06-17;53;26753;
2020-06-18;48;26801;
2020-06-19;64;26865;
2020-06-20;33;26898;
2020-06-21;27;26925;
2020-06-22;41;26966;
2020-06-23;40;27006;
2020-06-24;29;27035;
2020-06-25;45;27080;
2020-06-26;42;27122;
2020-06-27;30;27152;
2020-06-28;18;27170;
2020-06-29;16;27186;
2020-06-30;39;27225;
2020-07-01;23;27248;
2020-07-02;16;27264;
2020-07-03;17;27281;
2020-07-04;16;27297;
2020-07-05;7;27304;
2020-07-06;16;27320;
2020-07-07;21;27341;
2020-07-08;33;27374;
2020-07-09;52;27426;
2020-07-10;48;27474;
2020-07-11;22;27496;
2020-07-12;13;27509;
2020-07-13;75;27584;
2020-07-14;64;27648;
2020-07-15;69;27717;
2020-07-16;66;27783;
2020-07-17;99;27882;
2020-07-18;97;27979;
2020-07-19;55;28034;
2020-07-20;37;28071;
2020-07-21;61;28132;
2020-07-22;78;28210;
2020-07-23;94;28304;
2020-07-24;69;28373;
2020-07-25;34;28407;
2020-07-26;52;28459;
2020-07-27;33;28492;
2020-07-28;36;28528;
2020-07-29;68;28596;
2020-07-30;58;28654;
2020-07-31;56;28710;
2020-08-01;49;28759;
2020-08-02;31;28790;
2020-08-03;45;28835;
2020-08-04;65;28900;
2020-08-05;46;28946;
2020-08-06;21;28967;
2020-08-07;45;29012;
2020-08-08;35;29047;
2020-08-09;37;29084;
2020-08-10;34;29118;
2020-08-11;36;29154;
2020-08-12;35;29189;
2020-08-13;38;29227;
2020-08-14;29;29256;
2020-08-15;14;29270;
2020-08-16;12;29282;
2020-08-17;17;29299;
2020-08-18;17;29316;
2020-08-19;22;29338;
2020-08-20;34;29372;
2020-08-21;32;29404;
2020-08-22;19;29423;
2020-08-23;21;29444;
2020-08-24;8;29452;
2020-08-25;29;29481;
2020-08-26;41;29522;
2020-08-27;43;29565;
2020-08-28;25;29590;
2020-08-29;54;29644;
2020-08-30;14;29658;
2020-08-31;32;29690;
2020-09-01;36;29726;
2020-09-02;35;29761;
2020-09-03;72;29833;
2020-09-04;49;29882;
2020-09-05;63;29945;
2020-09-06;57;30002;
2020-09-07;50;30052;
2020-09-08;71;30123;
2020-09-09;69;30192;
2020-09-10;90;30282;
2020-09-11;107;30389;
2020-09-12;71;30460;
2020-09-13;97;30557;
2020-09-14;71;30628;
2020-09-15;92;30720;
2020-09-16;78;30798;
2020-09-17;70;30868;
2020-09-18;197;31065;
2020-09-19;141;31206;
2020-09-20;200;31406;
2020-09-21;138;31544;
2020-09-22;168;31712;
2020-09-23;254;31966;
2020-09-24;233;32199;
2020-09-25;286;32485;
2020-09-26;352;32837;
2020-09-27;273;33110;
2020-09-28;280;33390;
2020-09-29;355;33745;
2020-09-30;316;34061;
2020-10-01;311;34372;
2020-10-02;416;34788;
2020-10-03;365;35153;
2020-10-04;298;35451;
2020-10-05;277;35728;
2020-10-06;254;35982;
2020-10-07;300;36282;
2020-10-08;346;36628;
2020-10-09;282;36910;
2020-10-10;192;37102;
2020-10-11;324;37426;
2020-10-12;266;37692;
2020-10-13;199;37891;
