Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;29;390;290,5;8355;6223,7;< 5;n.p.;451;336
Anjou;20;148;345,8;2793;6526,3;< 5;n.p.;68;158,9
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;0;19;* 98,3;358;1852,6;0;;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;60;446;267,8;9253;5556,7;6;n.p.;342;205,4
Côte-Saint-Luc;19;125;385,2;2117;6524,3;< 5;n.p.;109;335,9
Dollard-des-Ormeaux;17;102;208,6;2117;4329,3;< 5;n.p.;118;241,3
Dorval;0;25;* 131,7;645;3398,3;0;;67;353
Hampstead;< 5;13;* 186,4;315;4517,4;< 5;n.p.;< 5;n.p.
Kirkland;< 5;24;* 119,1;526;2610,3;0;;31;* 153,8
Lachine;7;120;269,7;2452;5511,5;< 5;n.p.;166;373,1
LaSalle;24;236;307,1;4409;5736,9;< 5;n.p.;233;303,2
L'Île-Bizard–Sainte-Geneviève;< 5;34;* 184,7;845;4589,1;0;;72;391
Mercier–Hochelaga-Maisonneuve;13;310;227,9;7113;5229,2;< 5;n.p.;429;315,4
Montréal Est;0;12;* 311,7;220;5714,3;0;;7;n.p.
Montréal-Nord;26;384;455,9;7730;9176,8;< 5;n.p.;321;381,1
Montréal-Ouest;0;0;;121;2396;0;;< 5;n.p.
Mont-Royal;< 5;31;* 152,9;920;4537,4;0;;92;453,7
Outremont;< 5;58;242,1;1056;4408,4;< 5;n.p.;21;* 87,7
Pierrefonds–Roxboro;19;196;282,8;3176;4583,2;< 5;n.p.;76;109,7
Plateau Mont-Royal;8;173;166,3;3653;3512,5;< 5;n.p.;168;161,5
Pointe-Claire;6;24;* 76,5;825;2629,1;0;;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;21;392;367,2;7474;7001,9;< 5;n.p.;304;284,8
Rosemont–La Petite Patrie;17;217;155,5;5821;4170,1;< 5;n.p.;314;224,9
Sainte-Anne-de-Bellevue;0;< 5;n.p.;111;2238,8;0;;12;* 242
Saint-Laurent;41;446;451,3;6040;6111,6;7;n.p.;140;141,7
Saint-Léonard;24;456;582,3;6363;8125,9;< 5;n.p.;118;150,7
Senneville;0;< 5;n.p.;22;* 2388,7;0;;0;
Sud-Ouest;9;82;104,9;3135;4011,5;0;;203;259,8
Verdun;8;108;156;2527;3650,2;< 5;n.p.;190;274,5
Ville-Marie;7;115;129;3868;4337,8;< 5;n.p.;113;126,7
Villeray–Saint-Michel–Parc-Extension;32;444;308,6;8814;6127,1;5;n.p.;173;120,3
Westmount;0;13;* 64;602;2963,8;0;;55;270,8
Territoire à confirmer;-4;44;;1677;;< 5;;24;
Total à Montréal;414;5191;251,3;105520;5108,3;60;2,9;4495;217,6
