Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;40;468;348,6;4240;3158,4;< 5;n.p.;376;280,1
Anjou;< 5;134;313,1;1299;3035,3;0;;49;114,5
Baie D'urfé;0;< 5;n.p.;45;1177,1;0;;< 5;n.p.
Beaconsfield;< 5;28;* 144,9;159;822,8;< 5;n.p.;10;* 51,7
Côte-des-Neiges–Notre-Dame-de-Grâce;51;583;350,1;4770;2864,5;7;n.p.;289;173,6
Côte-Saint-Luc;< 5;97;298,9;1270;3914;13;*40,1;84;258,9
Dollard-des-Ormeaux;17;114;233,1;990;2024,6;< 5;n.p.;99;202,5
Dorval;5;43;226,6;373;1965,2;< 5;n.p.;64;337,2
Hampstead;< 5;11;* 157,8;160;2294,6;0;;< 5;n.p.
Kirkland;0;37;183,6;286;1419,3;< 5;n.p.;28;* 139
Lachine;7;147;330,4;1266;2845,6;< 5;n.p.;116;260,7
LaSalle;15;279;363;2448;3185,3;< 5;n.p.;186;242
L'Île-Bizard–Sainte-Geneviève;5;44;239;344;1868,2;< 5;n.p.;53;287,8
Mercier–Hochelaga-Maisonneuve;32;330;242,6;4020;2955,4;0;;388;285,2
Montréal Est;0;11;* 285,7;90;2337,7;0;;< 5;n.p.
Montréal-Nord;39;396;470,1;4250;5045,5;0;;254;301,5
Montréal-Ouest;< 5;5;n.p.;64;1267,3;0;;< 5;n.p.
Mont-Royal;< 5;60;295,9;600;2959,2;0;;91;448,8
Outremont;< 5;32;* 133,6;645;2692,7;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;26;258;372,3;1364;1968,3;10;*14,4;51;73,6
Plateau Mont-Royal;10;127;122,1;1987;1910,6;0;;133;127,9
Pointe-Claire;10;61;194,4;398;1268,3;< 5;n.p.;34;* 108,3
Rivière-des-Prairies–Pointe-aux-Trembles;32;417;390,7;3780;3541,2;< 5;n.p.;259;242,6
Rosemont–La Petite Patrie;20;343;245,7;3323;2380,5;6;n.p.;254;182
Sainte-Anne-de-Bellevue;< 5;24;* 484,1;58;1169,8;< 5;n.p.;< 5;n.p.
Saint-Laurent;32;395;399,7;2771;2803,9;< 5;n.p.;109;110,3
Saint-Léonard;28;498;636;2643;3375,3;< 5;n.p.;57;72,8
Senneville;0;< 5;n.p.;9;n.p.;0;;0;
Sud-Ouest;15;161;206;1870;2392,8;0;;183;234,2
Verdun;15;109;157,4;1555;2246,2;< 5;n.p.;173;249,9
Ville-Marie;19;153;171,6;2158;2420,1;0;;88;98,7
Villeray–Saint-Michel–Parc-Extension;21;484;336,5;4515;3138,6;0;;137;95,2
Westmount;6;70;344,6;383;1885,6;< 5;n.p.;44;216,6
Territoire à confirmer;15;83;;1127;;< 5;;45;
Total à Montréal;478;6006;290,8;55260;2675,2;69;3,3;3682;178,2
