group,1d,2d,3d,pop 2021
0-4,31549,13980,39,428991
5-11,441365,338651,32888,650347
12-17,532862,510460,122749,529446
18-29,1118522,1059420,454630,1216440
30-39,1026422,986006,521920,1118629
40-49,1030839,1006296,658540,1115327
50-59,1082909,1057315,807082,1155183
60-69,1118961,1106820,1004003,1168854
70-79,755929,754413,726655,783129
80 plus,401326,401775,392059,425520
Total 5+,7509135,7221156,4720526,8162875
Total,7540684,7235136,4720565,8591866
