Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3807,      2372,       62.3,       762,       20.0,       673,       17.7,        52,n.d.,n.d.,n.d.,n.d.,        45,       86.5
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10736,      5573,       51.9,      2419,       22.5,      2744,       25.6,       268,        13,        4.9,        21,        7.8,       234,       87.3
Région,RSS03,03 - Capitale-Nationale,     30931,     17896,       57.9,      6107,       19.7,      6928,       22.4,      1103,        32,        2.9,        99,        9.0,       972,       88.1
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14543,      8326,       57.3,      2859,       19.7,      3358,       23.1,       521,        16,        3.1,        29,        5.6,       476,       91.4
Région,RSS05,05 - Estrie,     14101,      8293,       58.8,      2759,       19.6,      3049,       21.6,       347,        11,        3.2,        30,        8.6,       306,       88.2
Région,RSS06,06 - Montréal,    115001,     66500,       57.8,     21140,       18.4,     27361,       23.8,      4671,       149,        3.2,       272,        5.8,      4250,       91.0
Région,RSS07,07 - Outaouais,     11064,      7034,       63.6,      1893,       17.1,      2137,       19.3,       210,         6,        2.9,        19,        9.0,       185,       88.1
Région,RSS08,08 - Abitibi-Témiscamingue,      1099,       656,       59.7,       252,       22.9,       191,       17.4,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       542,       359,       66.2,       100,       18.5,        83,       15.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1996,      1035,       51.9,       412,       20.6,       549,       27.5,        46,n.d.,n.d.,n.d.,n.d.,        41,       89.1
Région,RSS12,12 - Chaudière-Appalaches,     18694,     11359,       60.8,      3654,       19.5,      3681,       19.7,       357,        10,        2.8,        34,        9.5,       313,       87.7
Région,RSS13,13 - Laval,     29844,     18246,       61.1,      6005,       20.1,      5593,       18.7,       902,        16,        1.8,        63,        7.0,       823,       91.2
Région,RSS14,14 - Lanaudière,     23182,     13870,       59.8,      4778,       20.6,      4534,       19.6,       512,        21,        4.1,        31,        6.1,       460,       89.8
Région,RSS15,15 - Laurentides,     20200,     12138,       60.1,      4010,       19.9,      4052,       20.1,       505,        26,        5.1,        37,        7.3,       442,       87.5
Région,RSS16,16 - Montérégie,     48368,     27886,       57.7,      9675,       20.0,     10807,       22.3,      1541,        51,        3.3,       103,        6.7,      1387,       90.0
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    344398,    201715,       58.6,     66871,       19.4,     75812,       22.0,     11051,       357,        3.2,       751,        6.8,      9943,       90.0
Groupe d'âge,0_9,Moins de 10 ans,     28666,     24423,       85.2,      3463,       12.1,       780,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     43522,     36012,       82.7,      6282,       14.4,      1228,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     48791,     39353,       80.7,      7089,       14.5,      2349,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     46955,     32772,       69.8,      9883,       21.0,      4300,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     51959,     32591,       62.7,     12443,       23.9,      6925,       13.3,        46,        13,       28.3,        10,       21.7,        23,       50.0
Groupe d'âge,50_59,50-59 ans,     46977,     23517,       50.1,     13399,       28.5,     10061,       21.4,       203,        35,       17.2,        31,       15.3,       137,       67.5
Groupe d'âge,60_69,60-69 ans,     28943,      9707,       33.5,      8135,       28.1,     11101,       38.4,       704,        63,        8.9,        83,       11.8,       558,       79.3
Groupe d'âge,70_79,70-79 ans,     18329,      2293,       12.5,      3512,       19.2,     12524,       68.3,      2155,        78,        3.6,       197,        9.1,      1880,       87.2
Groupe d'âge,80_89,80-89 ans,     19030,       764,        4.0,      1899,       10.0,     16367,       86.0,      4331,        82,        1.9,       260,        6.0,      3989,       92.1
Groupe d'âge,90_,90 ans et plus,     11226,       283,        2.5,       766,        6.8,     10177,       90.7,      3585,        78,        2.2,       167,        4.7,      3340,       93.2
