Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;16;41;30,5;10517;7834,2;0;;480;357,6
Anjou;< 5;9;n.p.;3531;8250,8;0;;78;182,3
Baie D'urfé;0;0;;96;2511,1;0;;< 5;n.p.
Beaconsfield;< 5;< 5;n.p.;484;2504,7;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;6;23;* 13,8;11897;7144,5;0;;368;221
Côte-Saint-Luc;< 5;< 5;n.p.;2812;8666,2;< 5;n.p.;118;363,7
Dollard-des-Ormeaux;8;12;* 24,5;2820;5767;0;;124;253,6
Dorval;< 5;6;n.p.;813;4283,5;0;;68;358,3
Hampstead;< 5;< 5;n.p.;395;5664,7;0;;6;n.p.
Kirkland;< 5;< 5;n.p.;767;3806,3;0;;33;* 163,8
Lachine;< 5;6;n.p.;2957;6646,6;0;;170;382,1
LaSalle;< 5;7;n.p.;5657;7360,8;< 5;n.p.;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;< 5;n.p.;1070;5811,1;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;6;15;* 11;8787;6459,9;0;;446;327,9
Montréal Est;< 5;< 5;n.p.;274;7116,9;0;;9;* 233,8
Montréal-Nord;15;30;* 35,6;9093;10794,9;0;;336;398,9
Montréal-Ouest;0;0;;187;3703;0;;< 5;n.p.
Mont-Royal;0;< 5;n.p.;1119;5518,8;0;;93;458,7
Outremont;< 5;< 5;n.p.;1269;5297,7;0;;29;* 121,1
Pierrefonds–Roxboro;10;19;* 27,4;4248;6130,1;0;;84;121,2
Plateau Mont-Royal;14;20;* 19,2;4731;4549;0;;172;165,4
Pointe-Claire;< 5;5;n.p.;1076;3428,9;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;12;22;* 20,6;8983;8415,5;0;;314;294,2
Rosemont–La Petite Patrie;< 5;15;* 10,7;7061;5058,4;0;;324;232,1
Sainte-Anne-de-Bellevue;0;0;;141;2843,9;0;;12;* 242
Saint-Laurent;20;32;* 32,4;8352;8451;0;;155;156,8
Saint-Léonard;6;19;* 24,3;7775;9929,1;0;;144;183,9
Senneville;0;0;;23;* 2497,3;0;;0;
Sud-Ouest;10;24;* 30,7;3959;5065,8;0;;206;263,6
Verdun;< 5;6;n.p.;3164;4570,3;0;;196;283,1
Ville-Marie;11;21;* 23,6;4887;5480,5;0;;125;140,2
Villeray–Saint-Michel–Parc-Extension;25;49;34,1;11229;7805,9;0;;196;136,3
Westmount;< 5;< 5;n.p.;739;3638,2;0;;58;285,5
Territoire à confirmer;8;12;;1930;;0;;25;
Total à Montréal;197;410;19,8;132843;6431;< 5;n.p.;4768;230,8
