Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;12;135;100,6;20228;15068;< 5;n.p.;528;393,3
Anjou;6;40;93,5;6925;16181,4;< 5;n.p.;85;198,6
Baie D'urfé;< 5;11;* 287,7;302;7899,6;0;;< 5;n.p.
Beaconsfield;< 5;22;* 113,8;1567;8109,1;0;;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;6;181;108,7;24112;14479,9;0;;407;244,4
Côte-Saint-Luc;< 5;46;141,8;5399;16638,9;0;;129;397,6
Dollard-des-Ormeaux;< 5;76;155,4;6211;12701,7;0;;131;267,9
Dorval;-1;25;* 131,7;2103;11080,1;0;;70;368,8
Hampstead;< 5;28;* 401,5;1088;15603;0;;6;n.p.
Kirkland;< 5;30;* 148,9;1957;9711,7;0;;40;198,5
Lachine;< 5;43;96,7;6334;14237,2;0;;189;424,8
LaSalle;< 5;79;102,8;11184;14552,5;< 5;n.p.;260;338,3
L'Île-Bizard–Sainte-Geneviève;5;31;* 168,4;2405;13061,4;0;;79;429
Mercier–Hochelaga-Maisonneuve;15;163;119,8;19543;14367,3;0;;500;367,6
Montréal Est;< 5;13;* 337,7;664;17246,8;0;;11;* 285,7
Montréal-Nord;10;73;86,7;15346;18218,3;< 5;n.p.;387;459,4
Montréal-Ouest;< 5;10;* 198;565;11188,1;0;;< 5;n.p.
Mont-Royal;0;28;* 138,1;2603;12837,8;0;;95;468,5
Outremont;5;27;* 112,7;2853;11910,3;< 5;n.p.;31;* 129,4
Pierrefonds–Roxboro;8;58;83,7;9020;13016,4;< 5;n.p.;103;148,6
Plateau Mont-Royal;14;124;119,2;12591;12106,7;0;;194;186,5
Pointe-Claire;9;52;165,7;2883;9187,4;< 5;n.p.;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;10;120;112,4;17859;16730,8;0;;352;329,8
Rosemont–La Petite Patrie;10;164;117,5;17811;12759,5;0;;352;252,2
Sainte-Anne-de-Bellevue;5;14;* 282,4;461;9298,1;0;;14;* 282,4
Saint-Laurent;8;110;111,3;14849;15025,1;0;;171;173
Saint-Léonard;9;63;80,5;14440;18440,7;0;;167;213,3
Senneville;0;< 5;n.p.;86;9337,7;0;;0;
Sud-Ouest;8;94;120,3;9806;12547,5;0;;228;291,7
Verdun;6;85;122,8;7655;11057,5;0;;211;304,8
Ville-Marie;7;145;162,6;11984;13439,5;< 5;n.p.;153;171,6
Villeray–Saint-Michel–Parc-Extension;15;140;97,3;21948;15257,2;< 5;n.p.;244;169,6
Westmount;< 5;36;* 177,2;2003;9861,2;0;;64;315,1
Territoire à confirmer;22;102;;7475;;0;;31;
Total à Montréal;220;2370;114,7;282261;13664,5;11;*0,5;5330;258
