No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,1684,75,20859.333333,8073.12,360.20
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,3464,123,35045.666667,9884.25,349.36
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1454,51,19215,7567.00,266.21
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,603,26,8566.3333333,7039.18,304.81
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,4108,258,57767,7111.33,445.57
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1270,57,17995,7057.52,318.13
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1257,79,20715.666667,6067.87,382.97
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1385,79,17574.333333,7880.81,451.51
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),15231,750,197738.33333,7702.60,379.43
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2274,94,31025.333333,7329.49,303.87
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2194,62,25032.333333,8764.66,248.68
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,5113,101,52510,9737.19,192.23
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,5879,123,67904,8657.81,181.26
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,6899,132,79539,8673.73,165.54
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,1810,27,22589.333333,8012.63,119.51
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),24564,552,278600,8816.94,198.14
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,4824,152,55481.666667,8694.76,271.96
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,31774,647,323240,9829.85,198.54
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,34896,634,354000,9857.63,177.88
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,2151,53,28382,7578.75,186.63
03,03 - Capitale-Nationale,,Total (incluant inconnus),74444,1503,761103.66667,9781.06,196.07
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,1699,75,15084,11263.59,497.18
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,1730,47,25787,6708.81,181.93
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,1909,39,22901,8335.88,170.37
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,4995,166,65575.666667,7617.15,251.74
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,13612,285,145489,9356.03,194.78
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,4038,90,45106,8952.25,198.53
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,9340,245,108908.66667,8575.99,223.50
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,11451,126,98815.333333,11588.28,126.94
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),48986,1075,527666.66667,9283.51,202.72
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,3146,53,57842,5438.95,90.44
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,7844,87,108135.33333,7253.87,79.39
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,3886,54,53546.333333,7257.27,99.82
05,05 - Estrie,0514,0514 - RLS de Coaticook,1550,13,18951.333333,8178.84,68.23
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,15940,236,172853,9221.71,134.77
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,2407,26,31930.333333,7538.29,80.90
05,05 - Estrie,0517,0517 - RLS d'Asbestos,1801,n.d.,14436.666667,12475.18,n.d.
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,1826,22,23079,7911.95,94.67
05,05 - Estrie,0519,0519 - RLS du Granit,3650,5,21632,16873.15,23.06
05,05 - Estrie,,Total (incluant inconnus),42098,501,502406,8379.28,98.63
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,23886,235,225064.66667,10612.95,104.35
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,19503,157,148454,13137.40,105.45
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,15323,168,130942.66667,11702.07,127.60
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,31792,232,245354.66667,12957.57,93.67
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,18355,167,166358.66667,11033.39,100.11
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,18565,171,160840.33333,11542.50,105.10
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,23247,146,162591,14297.84,88.78
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,27197,181,171685.66667,15841.16,105.28
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,14548,110,114860.33333,12665.82,95.56
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,23873,113,138146.33333,17280.95,81.58
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,31997,281,209253,15291.06,133.70
