group,1d,2d,3d,pop 2021
0-4,244,53,9,428991
5-11,432625,324872,364,650347
12-17,531246,506998,89544,529446
18-29,1112459,1053535,427495,1216440
30-39,1020431,980773,494841,1118629
40-49,1027190,1002783,633859,1115327
50-59,1080239,1054816,784403,1155183
60-69,1115685,1104550,985196,1168854
70-79,754034,753145,716501,783129
80 plus,400672,401130,386476,425520
Total 5+,7474581,7182602,4518679,8162875
Total,7474825,7182655,4518688,8591866
