Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;16;277;206,3;3561;2652,6;< 5;n.p.;373;277,9
Anjou;< 5;79;184,6;1108;2589;0;;50;116,8
Baie D'urfé;< 5;6;n.p.;43;1124,8;0;;< 5;n.p.
Beaconsfield;0;11;* 56,9;126;652;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;21;318;191;3990;2396,1;< 5;n.p.;277;166,3
Côte-Saint-Luc;11;150;462,3;1114;3433,2;< 5;n.p.;66;203,4
Dollard-des-Ormeaux;9;110;225;850;1738,3;< 5;n.p.;93;190,2
Dorval;< 5;11;* 58;324;1707,1;0;;61;321,4
Hampstead;< 5;17;* 243,8;134;1921,7;0;;< 5;n.p.
Kirkland;< 5;21;* 104,2;227;1126,5;0;;27;* 134
Lachine;17;153;343,9;1054;2369,1;0;;108;242,8
LaSalle;26;284;369,5;2043;2658,3;< 5;n.p.;187;243,3
L'Île-Bizard–Sainte-Geneviève;0;12;* 65,2;295;1602,1;< 5;n.p.;51;277
Mercier–Hochelaga-Maisonneuve;18;262;192,6;3591;2640;< 5;n.p.;390;286,7
Montréal Est;< 5;12;* 311,7;78;2026;0;;< 5;n.p.
Montréal-Nord;17;232;275,4;3734;4432,9;< 5;n.p.;254;301,5
Montréal-Ouest;0;12;* 237,6;56;1108,9;0;;< 5;n.p.
Mont-Royal;< 5;47;231,8;516;2544,9;0;;90;443,9
Outremont;-2;35;* 146,1;597;2492,3;0;;12;* 50,1
Pierrefonds–Roxboro;11;98;141,4;1041;1502,2;< 5;n.p.;41;59,2
Plateau Mont-Royal;5;128;123,1;1805;1735,6;0;;129;124
Pointe-Claire;-1;25;* 79,7;320;1019,8;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;17;258;241,7;3234;3029,7;< 5;n.p.;256;239,8
Rosemont–La Petite Patrie;19;265;189,8;2837;2032,4;< 5;n.p.;246;176,2
Sainte-Anne-de-Bellevue;0;< 5;n.p.;27;* 544,6;0;;< 5;n.p.
Saint-Laurent;20;270;273,2;2223;2249,4;< 5;n.p.;109;110,3
Saint-Léonard;10;182;232,4;2023;2583,5;0;;52;66,4
Senneville;0;< 5;n.p.;8;n.p.;0;;0;
Sud-Ouest;10;150;191,9;1646;2106,2;< 5;n.p.;183;234,2
Verdun;< 5;89;128,6;1404;2028,1;< 5;n.p.;170;245,6
Ville-Marie;11;115;129;1945;2181,2;< 5;n.p.;85;95,3
Villeray–Saint-Michel–Parc-Extension;11;324;225,2;3856;2680,5;< 5;n.p.;136;94,5
Westmount;-1;15;* 73,8;290;1427,7;< 5;n.p.;39;192
Territoire à confirmer;8;82;;1035;;< 5;;39;
Total à Montréal;267;4054;196,3;47135;2281,8;36;*1,7;3577;173,2
