Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3781,      2357,       62.3,       758,       20.0,       666,       17.6,        50,n.d.,n.d.,n.d.,n.d.,        43,       86.0
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10701,      5552,       51.9,      2412,       22.5,      2737,       25.6,       267,        13,        4.9,        21,        7.9,       233,       87.3
Région,RSS03,03 - Capitale-Nationale,     30842,     17837,       57.8,      6092,       19.8,      6913,       22.4,      1097,        32,        2.9,        97,        8.8,       968,       88.2
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14496,      8291,       57.2,      2855,       19.7,      3350,       23.1,       514,        16,        3.1,        29,        5.6,       469,       91.2
Région,RSS05,05 - Estrie,     14035,      8253,       58.8,      2742,       19.5,      3040,       21.7,       344,        10,        2.9,        30,        8.7,       304,       88.4
Région,RSS06,06 - Montréal,    114231,     65965,       57.7,     20990,       18.4,     27276,       23.9,      4656,       146,        3.1,       268,        5.8,      4242,       91.1
Région,RSS07,07 - Outaouais,     10894,      6898,       63.3,      1874,       17.2,      2122,       19.5,       210,         6,        2.9,        19,        9.0,       185,       88.1
Région,RSS08,08 - Abitibi-Témiscamingue,      1084,       644,       59.4,       250,       23.1,       190,       17.5,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       540,       358,       66.3,       100,       18.5,        82,       15.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1963,      1012,       51.6,       406,       20.7,       545,       27.8,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     18526,     11239,       60.7,      3623,       19.6,      3664,       19.8,       354,        10,        2.8,        33,        9.3,       311,       87.9
Région,RSS13,13 - Laval,     29593,     18062,       61.0,      5961,       20.1,      5570,       18.8,       900,        16,        1.8,        62,        6.9,       822,       91.3
Région,RSS14,14 - Lanaudière,     23014,     13748,       59.7,      4752,       20.6,      4514,       19.6,       512,        21,        4.1,        31,        6.1,       460,       89.8
Région,RSS15,15 - Laurentides,     20071,     12057,       60.1,      3978,       19.8,      4036,       20.1,       501,        25,        5.0,        36,        7.2,       440,       87.8
Région,RSS16,16 - Montérégie,     48028,     27652,       57.6,      9611,       20.0,     10765,       22.4,      1536,        51,        3.3,       103,        6.7,      1382,       90.0
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    342088,    200096,       58.5,     66450,       19.4,     75542,       22.1,     11001,       352,        3.2,       741,        6.7,      9908,       90.1
Groupe d'âge,0_9,Moins de 10 ans,     28346,     24151,       85.2,      3423,       12.1,       772,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     43011,     35590,       82.7,      6211,       14.4,      1210,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     48425,     39056,       80.7,      7034,       14.5,      2335,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     46633,     32541,       69.8,      9815,       21.0,      4277,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     51642,     32379,       62.7,     12375,       24.0,      6888,       13.3,        46,        13,       28.3,        10,       21.7,        23,       50.0
Groupe d'âge,50_59,50-59 ans,     46746,     23399,       50.1,     13337,       28.5,     10010,       21.4,       200,        33,       16.5,        31,       15.5,       136,       68.0
Groupe d'âge,60_69,60-69 ans,     28823,      9659,       33.5,      8101,       28.1,     11063,       38.4,       692,        61,        8.8,        78,       11.3,       553,       79.9
Groupe d'âge,70_79,70-79 ans,     18264,      2281,       12.5,      3496,       19.1,     12487,       68.4,      2138,        77,        3.6,       192,        9.0,      1869,       87.4
Groupe d'âge,80_89,80-89 ans,     18989,       757,        4.0,      1894,       10.0,     16338,       86.0,      4323,        82,        1.9,       260,        6.0,      3981,       92.1
Groupe d'âge,90_,90 ans et plus,     11209,       283,        2.5,       764,        6.8,     10162,       90.7,      3575,        78,        2.2,       167,        4.7,      3330,       93.1
