date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,295,0,0,295,0,0,295,295,0.0029709286,0.0,0.0005592336,255.0,0.0,255.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1173,0,0,1468,0,0,1173,1468,0.0160779665,0.0,0.0017359544,1125.0,0.0,1380.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,950,0,0,2418,0,0,950,2418,0.027390796499999998,0.0,0.0025398527,971.0,0.0,2351.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,911,0,0,3329,0,0,911,3329,0.0382958521,0.0,0.0032155933,936.0,0.0,3287.0,0.0,699.0
2020-12-18,Région,RSS99,Ensemble du Québec,726,0,0,4055,0,0,726,4055,0.0471969871,0.0,0.0042059028,764.0,0.0,4051.0,0.0,729.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,0,4775,0,0,720,4775,0.0556553956,0.0,0.0049282462,726.0,0.0,4777.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,0,4890,0,0,115,4890,0.0571466852,0.0,0.0051030068,128.0,0.0,4905.0,0.0,1253.0
2020-12-21,Région,RSS99,Ensemble du Québec,511,0,0,5401,0,0,511,5401,0.0631933987,0.0,0.0061399191,519.0,0.0,5424.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,0,7426,0,0,2025,7426,0.0855976955,0.0,0.0098681432,1923.0,0.0,7347.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3762,0,0,11188,0,0,3762,11188,0.1291946162,0.0,0.014528423300000001,3742.0,0.0,11089.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3025,0,0,14213,0,0,3025,14213,0.1637039907,0.0,0.0173245914,2962.0,0.0,14051.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,14213,0,0,0,14213,0.1638437991,0.0,0.0173245914,12.0,0.0,14063.0,0.0,2393.0
2020-12-26,Région,RSS99,Ensemble du Québec,3132,0,0,17345,0,0,3132,17345,0.1999376688,0.0,0.0207149452,3098.0,0.0,17161.0,0.0,2441.0
2020-12-27,Région,RSS99,Ensemble du Québec,2284,0,0,19629,0,0,2284,19629,0.22676923170000002,0.0,0.0233247021,2303.0,0.0,19464.0,0.0,2342.0
2020-12-28,Région,RSS99,Ensemble du Québec,2520,1,0,22149,1,0,2521,22150,0.2565717232,0.0,0.0267383573,2558.0,0.0,22022.0,0.0,1960.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,0,24513,1,0,2364,24514,0.28512758969999996,0.0,0.029511224,2451.0,0.0,24473.0,0.0,1961.0
2020-12-30,Région,RSS99,Ensemble du Québec,3070,0,0,27583,1,0,3070,27584,0.32182729579999997,0.0,0.0332977016,3150.0,0.0,27623.0,0.0,1604.0
2020-12-31,Région,RSS99,Ensemble du Québec,346,0,0,27929,1,0,346,27930,0.32653417879999996,0.0,0.0334491607,404.0,0.0,28027.0,0.0,1499.0
2021-01-01,Région,RSS99,Ensemble du Québec,9,0,0,27938,1,0,9,27939,0.3273613785,0.0,0.0334724621,71.0,0.0,28098.0,0.0,1538.0
2021-01-02,Région,RSS99,Ensemble du Québec,636,0,0,28574,1,0,636,28575,0.3354819167,0.0,0.0342647097,697.0,0.0,28795.0,0.0,2054.0
2021-01-03,Région,RSS99,Ensemble du Québec,1547,0,0,30121,1,0,1547,30122,0.354402654,0.0,0.035779300800000004,1624.0,0.0,30419.0,0.0,3152.0
2021-01-04,Région,RSS99,Ensemble du Québec,2793,0,0,32914,1,0,2793,32915,0.3875605472,1.16507e-05,0.0399152994,2846.0,1.0,33265.0,1.0,5072.0
2021-01-05,Région,RSS99,Ensemble du Québec,5976,1,0,38890,2,0,5977,38892,0.4556588908,0.0001048563,0.049911600300000004,5845.0,8.0,39110.0,9.0,6986.0
2021-01-06,Région,RSS99,Ensemble du Québec,10757,1,0,49647,3,0,10758,49650,0.5776184221,0.000349521,0.0629603847,10468.0,21.0,49578.0,30.0,8151.0
2021-01-07,Région,RSS99,Ensemble du Québec,13782,1,0,63429,4,0,13783,63433,0.7296018082,0.0006407884999999999,0.0843394199,13045.0,25.0,62623.0,55.0,8943.0
2021-01-08,Région,RSS99,Ensemble du Québec,13405,2,0,76834,6,0,13407,76840,0.880548282,0.0009670081,0.10190867599999999,12956.0,28.0,75579.0,83.0,9600.0
