group,1d,2d,3d,pop 2021
0-4,253,57,6,428991
5-11,403882,93475,31,650347
12-17,525007,484638,4302,529446
18-29,1097636,1027875,255981,1216440
30-39,1008593,958705,328387,1118629
40-49,1019906,987683,457288,1115327
50-59,1075101,1043539,610455,1155183
60-69,1112007,1097117,853186,1168854
70-79,751961,749450,657490,783129
80 plus,399705,398741,353280,425520
Total 5+,7393798,6841223,3520400,8162875
Total,7394051,6841280,3520406,8591866
