No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,681,0,20742,3283.19,0.00
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,1361,0,34840,3906.43,0.00
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,394,n.d.,19055.5,2067.64,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,214,n.d.,8507,2515.58,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,836,n.d.,57728,1448.17,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,185,n.d.,17948.5,1030.73,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,258,n.d.,20658.5,1248.88,n.d.
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,95,0,17455,544.26,0.00
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),4025,8,196934.5,2043.83,4.07
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,780,n.d.,31025,2514.10,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,1016,n.d.,25019.5,4060.83,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2833,5,52281,5418.79,9.57
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2458,n.d.,67384,3647.75,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,3185,7,79237.5,4019.56,8.83
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,820,0,22558,3635.07,0.00
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),11109,20,277505,4003.17,7.21
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,2108,5,55121,3824.31,9.03
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,14822,88,321832.5,4605.50,27.27
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,15446,29,352784,4378.32,8.19
