Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;235;1730;1288,7;14453;10766,1;0;;493;367,2
Anjou;95;590;1378,6;4928;11515,1;0;;80;186,9
Baie D'urfé;13;39;1020,1;157;4106,7;0;;< 5;n.p.
Beaconsfield;41;235;1216,1;894;4626,4;< 5;n.p.;22;* 113,8
Côte-des-Neiges–Notre-Dame-de-Grâce;308;2034;1221,5;16362;9825,8;0;;372;223,4
Côte-Saint-Luc;48;333;1026,3;3818;11766,5;0;;120;369,8
Dollard-des-Ormeaux;96;476;973,4;3971;8120,8;< 5;n.p.;126;257,7
Dorval;27;232;1222,3;1219;6422,6;0;;69;363,5
Hampstead;10;92;1319,4;656;9407,7;0;;6;n.p.
Kirkland;49;247;1225,7;1192;5915,3;0;;36;* 178,7
Lachine;119;624;1402,6;4124;9269,7;0;;172;386,6
LaSalle;141;942;1225,7;7714;10037,3;< 5;n.p.;248;322,7
L'Île-Bizard–Sainte-Geneviève;40;212;1151,4;1476;8016,1;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;323;2294;1686,5;13084;9618,9;0;;452;332,3
Montréal Est;6;67;1740,3;463;12026;0;;9;* 233,8
Montréal-Nord;117;811;962,8;11486;13635,8;0;;338;401,3
Montréal-Ouest;12;77;1524,8;353;6990,1;0;;< 5;n.p.
Mont-Royal;33;305;1504,2;1665;8211,7;0;;94;463,6
Outremont;45;375;1565,5;1935;8078;0;;29;* 121,1
Pierrefonds–Roxboro;146;695;1002,9;5935;8564,6;0;;88;127
Plateau Mont-Royal;224;2477;2381,7;8448;8123,1;< 5;n.p.;174;167,3
Pointe-Claire;45;344;1096,2;1696;5404,7;< 5;n.p.;58;184,8
Rivière-des-Prairies–Pointe-aux-Trembles;184;1252;1172,9;12503;11713,2;0;;324;303,5
Rosemont–La Petite Patrie;315;2843;2036,7;11765;8428,3;< 5;n.p.;331;237,1
Sainte-Anne-de-Bellevue;6;54;1089,1;257;5183,5;0;;13;* 262,2
Saint-Laurent;151;1012;1024;10986;11116,3;0;;159;160,9
Saint-Léonard;159;1013;1293,7;10762;13743,7;< 5;n.p.;151;192,8
Senneville;< 5;14;* 1520,1;49;5320,3;0;;0;
Sud-Ouest;155;1419;1815,7;6411;8203,3;< 5;n.p.;211;270
Verdun;119;1094;1580,3;5027;7261,4;0;;202;291,8
Ville-Marie;139;1729;1939;7838;8790;0;;133;149,2
Villeray–Saint-Michel–Parc-Extension;257;2117;1471,6;15523;10790,9;0;;207;143,9
Westmount;28;245;1206,2;1189;5853,7;0;;57;280,6
Territoire à confirmer;72;741;;3024;;0;;27;
Total à Montréal;3759;28764;1392,5;191363;9264;11;*0,5;4883;236,4
