Date,Cumul des personnes avec des analyses nﾃｩgatives,Cumul de cas confirmﾃｩs,Nouveaux cas,Nombre cumulatif de dﾃｩcﾃｨs,Nouveaux dﾃｩcﾃｨs,Hospitalisations,Soins intensifs,Personnes testﾃｩes,Cas actifs,Tests (Volumﾃｩtrie),Hospitalisations (nouvelle mﾃｩthode),,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,CHSLD,RPA,Domicile,Autres - Inconnu,,Montrﾃｩal et Laval,Rﾃｩgions ﾃ proximitﾃｩ,Autres rﾃｩgions,,Cas Labo,Cas Lien ﾃ英i,Cas Total,Cumul Labo,Cumul ﾃ英i,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile,Inc Hors-SI,Inc SI
22/06/2020,515749,54884,49,5424,7,,56,564464,25840,6185,459,,28.92314562,118.862379,239.4570718,389.9751312,194.2562601,1311.447157,143.8787927,116.5185346,132.1737585,59.00575306,207.7823952,119.4490471,1301.878056,804.0885074,530.4895944,539.3819303,112.2019635,54.39216753,,3809,944,506,249,,1309.758165,731.6963928,246.8231504,,76,4,80,48700,6205,4,1,2,0,8.1,9,3
23/06/2020,520227,54937,53,5441,17,,52,568997,25786,7917,448,,29.43056923,118.862379,240.9131402,390.166577,194.2562601,1313.335176,143.8787927,116.5185346,132.1737585,59.00575306,207.7823952,119.9138294,1302.781511,804.4730548,532.0845721,541.0570294,112.2019635,54.39216753,,3814,944,510,250,,1311.472404,732.7821972,247.5911812,,94,0,94,48794,6205,5,0,4,1,7.6,6,2
24/06/2020,524578,55079,142,5448,7,,50,573478,25845,8113,437,,29.43056923,118.862379,241.4426197,390.166577,194.2562601,1314.739088,144.377506,116.5185346,132.1737585,59.00575306,207.7823952,120.1462205,1304.362556,805.6266968,535.2745276,542.4529454,112.2019635,54.39216753,,3818,946,513,252,,1312.90758,735.0895314,248.0081122,,84,5,89,48878,6210,4,2,3,2,7.6,13,4
25/06/2020,530504,55156,77,5455,7,,48,579443,25721,7323,430,,29.43056923,118.862379,241.9720991,390.5494686,194.2562601,1316.965982,144.6268627,116.5185346,132.1737585,59.00575306,208.893531,120.1462205,1305.491875,807.5494336,537.9859897,542.8019244,112.2019635,54.39216753,,3822,946,514,252,,1314.940747,736.9896889,248.271437,,85,6,91,48963,6216,4,0,1,0,6.7,9,3
26/06/2020,535545,55241,85,5472,17,,45,584567,25635,9087,413,,29.43056923,118.862379,242.7663182,390.5494686,194.2562601,1318.950823,144.8762194,116.5185346,132.1737585,59.00575306,210.0046668,120.1462205,1305.943602,807.9339809,541.0164474,543.7092698,112.2019635,54.39216753,,3825,947,514,254,,1316.654986,738.6183954,248.6664243,,73,12,85,49036,6228,3,1,0,2,6.7,12,2
27/06/2020,535545,55318,77,5478,6,,43,584567,25529,7788,412,,30.44541644,118.862379,243.4281675,390.5494686,194.2562601,1320.257913,145.125576,116.5185346,132.1737585,59.00575306,210.0046668,120.3786116,1308.428102,808.8953493,542.9304207,545.1051858,112.2019635,54.39216753,,3829,948,514,254,,1318.169895,740.1113764,249.1930739,,81,3,84,49117,6231,4,1,0,0,6.6,11,3
28/06/2020,535545,55390,72,5485,7,,45,584567,25303,5424,410,,30.44541644,118.862379,243.8252771,390.7409145,194.2562601,1321.129307,145.873646,116.5185346,132.1737585,59.00575306,210.0046668,120.8433939,1310.009147,810.241265,544.6848962,545.5239605,112.2019635,54.39216753,,3831,948,515,254,,1319.166545,741.400769,249.5002863,,55,3,58,49172,6234,2,0,1,0,5.7,8,5
29/06/2020,551091,55458,68,5503,18,,38,600314,25157,6770,397,,30.44541644,118.862379,244.2223867,390.7409145,194.6618055,1321.952289,146.8710726,116.5185346,132.1737585,59.00575306,210.0046668,121.0757851,1311.138466,811.2026334,547.7153539,546.0125311,112.2019635,54.39216753,,3833,949,519,254,,1320.043597,742.89375,249.9172173,,57,6,63,49229,6240,2,1,4,0,5.7,4,1
30/06/2020,555859,55524,66,5527,24,,33,605141,25048,8879,389,,30.95284005,118.862379,244.3547565,390.7409145,195.067351,1323.840308,147.369786,116.5185346,132.1737585,59.00575306,211.1158026,121.0757851,1312.04192,811.9717281,550.7458116,547.6876303,112.2019635,54.39216753,,3837,950,523,254,,1321.757836,745.3368097,250.3122045,,90,7,97,49319,6247,4,1,4,0,5.6,12,0
01/07/2020,561791,55593,69,5541,14,,32,611136,25018,8691,379,,30.95284005,118.862379,244.7518661,391.3152519,195.2701237,1325.098988,147.6191426,116.5185346,132.1737585,59.00575306,211.1158026,121.0757851,1312.719511,813.8944648,552.9787804,548.7345673,112.2019635,54.39216753,,3839,951,525,254,,1322.913951,747.1691045,250.7510792,,75,1,76,49394,6248,2,1,2,0,5.3,9,0
02/07/2020,567253,55682,89,5560,19,,31,616676,24964,7917,361,,30.95284005,118.862379,245.0166058,391.5066977,195.4728964,1325.825149,148.1178559,116.5185346,132.1737585,59.00575306,211.1158026,121.0757851,1314.978148,814.6635595,554.5737582,550.4096664,119.2145863,54.39216753,,3841,953,526,254,,1323.910601,749.0692621,251.1241228,,64,7,71,49458,6255,2,2,1,0,5.1,3,1
03/07/2020,572565,55784,102,5566,6,,27,622087,24938,7919,348,,30.95284005,118.862379,246.0755647,391.5066977,195.8784418,1326.648132,148.6165693,116.5185346,132.1737585,59.00575306,211.1158026,121.0757851,1316.559193,816.0094752,558.7207003,551.945174,119.2145863,54.39216753,,3843,955,526,255,,1324.867386,751.6480474,251.7604911,,88,3,91,49546,6258,2,2,0,1,4.6,10,0
04/07/2020,572565,55863,79,5574,8,,26,622087,24943,6268,345,,30.95284005,119.582757,246.2079345,391.6981435,196.0812145,1327.325882,150.3620659,116.5185346,132.1737585,59.00575306,212.2269384,121.0757851,1317.236784,817.5476646,561.1131669,554.5276185,119.2145863,54.39216753,,3843,956,527,256,,1325.545108,753.6839305,252.7040718,,87,3,90,49633,6261,0,1,1,1,.,7,0
05/07/2020,572565,55937,74,5577,3,,25,622087,24982,5318,352,,30.95284005,119.582757,246.4726742,392.0810352,196.6895327,1327.616347,151.6088492,116.5185346,132.1737585,59.00575306,212.2269384,121.0757851,1317.914375,818.7013067,562.0701535,556.2027177,119.2145863,54.39216753,,3845,956,527,256,,1325.903902,754.9054604,253.3623839,,50,7,57,49683,6268,2,0,0,0,.,1,0
06/07/2020,594519,55997,60,5590,13,,26,644248,24949,,321,,30.95284005,119.582757,246.6050441,392.0810352,196.8923054,1328.245686,151.6088492,116.5185346,132.1737585,59.00575306,212.2269384,121.0757851,1318.591966,819.2781277,563.5056335,557.1798589,119.2145863,54.39216753,,3848,956,527,256,,1326.541758,755.6519509,253.7354274,,44,0,44,49727,6268,3,0,0,0,.,,
